name,date,star,comment,comment_prep,sentiment
Ahmad Tbl12,16 Oktober 2024,2,"Tolong perbaiki lag tiba tiba ,ini bukan permasalahan sinyal di sekitar?jngn mengira sinyal kami buruk,lag tiba tiba itu membuat tidak nyaman 🙏🏻maaf ini lah kenyataan nya,ad sedikit tambahan,jngn memperbanyak event ,TPI perhatikan sinyal saat bermain",tolong perbaiki lag permasalahan sinyal jngn sinyal buruk lag nyaman maaf kenyataan nya ad tambahan jngn memperbanyak event tpi perhatikan sinyal bermain,negatif
Cahya Syaputraa,31 Oktober 2024,1,"ini game lama lama makin rusak ngelag mulu servernya kapan war ngelag giliran lg jalan santai ngga padahal mah jaringan wifi aman aman aja, tolong lah moonton benerin dlu sistemnya gausa update gajelas benerin dlu yg bener gimana mau berkembang kalo begini mulu",game rusak ngelag mulu servernya war ngelag giliran lg jalan santai ngga mah jaringan wifi aman aman aja tolong moonton benerin dlu sistemnya gausa update gajelas benerin dlu yg bener gimana berkembang kalo mulu,negatif
Damar Syahrizal,20 November 2024,1,"Developer scam,Event 11.11 suplai kedua terdapat masalah top up dengan hadiah.moonton menjanjikan kompensasi pada tanggal 20 tapi nihil.sampah",developer scam event 11.11 suplai top up hadiah.moonton menjanjikan kompensasi tanggal 20 nihil.sampah,negatif
Dede Nia,16 November 2024,1,Masalah game mlbb banyak bangeeeeet yg paling utama pas mau menang tiba2 jaringan ilang lah leg lah rilog ulang lah kecewa sama game mlbb gua,game mlbb bangeeeeet yg utama pas menang tiba2 jaringan ilang leg rilog ulang kecewa game mlbb gua,negatif
Kiranya Firahsya,24 September 2024,1,"awal season di kasih tim gak jelas mulu pada buta map pokoknya season kali ini makin parah, tolong lah moonton perbaiki sistem match nya, 1 lagi di sistem pemilihan role padahal udh pilih role masing² masih ad aja yg gk mau mengalah jls² role tersebut sudah terisi kdng kalau rolenya di ambil mereka ngambek trs mainnya ngetroll, saran match nya di perbaiki sistem pemilihan role nya juga tolong di perbaiki. makasih",season kasih tim gak mulu buta map pokoknya season kali parah tolong moonton perbaiki sistem match nya 1 sistem pemilihan role udh pilih role masing² ad aja yg gk mengalah jls² role terisi kdng rolenya ambil ngambek trs mainnya ngetroll saran match nya perbaiki sistem pemilihan role nya tolong perbaiki makasih,negatif
Josep Martinez,28 September 2024,5,"Game nya bagus keren juga enak bisa main sama teman teman juga tapi ada 1 masalah,masalahnya tuh kalo match pertama dapat dark sistem tuh trus main lagi main lagi tuh dapet nya dark sistem terus jadi mohon Devolover perbaiki lagi atau pun kalo sehabis main kalah tolong seting lagi jadi biar dapat team yang enak gitu🙏🙏",game nya bagus keren enak main teman teman 1 tuh kalo match dark sistem tuh trus main main tuh dapet nya dark sistem mohon devolover perbaiki kalo sehabis main kalah tolong seting biar team enak gitu,positif
Pakaya Jr,9 November 2024,1,aneh memang ini game . susah susah ngepush gatau nya dapet tim yang gak bisa main. cobalahhhh montooonnnn... jangan buat kami bosan main karnah hal ini. merugikan sekali tau gak . cobalah pertemukan yang level nya setara . bukan yang baru main di pertimkan dengan kami . ayolaah .,aneh game susah susah ngepush gatau nya dapet tim gak main cobalahhhh montooonnnn ... bosan main karnah merugikan tau gak cobalah pertemukan level nya setara main pertimkan ayolaah,negatif
Johansen Hansen,24 Agustus 2024,1,"Hallo Monton, boleh tidak System Matchmaking di perbaiki?, saya selalu kesal, dikarenakan mendapatkan teman seteam yang Bodoh. Saya main di honor, tapi serasa di epic, mohon diperbaiki Monton. Saya selalu kesal dengan match making sekarang, selalu Saja Ada Yang Memaksakan dan mengatur-atur, Dimohon untuk system role bisa lebih di upgrade. Terimakasih.",hallo monton system matchmaking perbaiki kesal teman seteam bodoh main honor serasa epic mohon diperbaiki monton kesal match making memaksakan mengatur atur dimohon system role upgrade terimakasih,negatif
Arya Setara,5 November 2024,2,"gamenya bagus tapi knpa akhir""ini sinyalnya kok susah sih padahal buat internetan lainya lancar,,udah itu aj sih,karna ke ganggu sinyal mulu jadi gw kasih 4 aj,,,moonton otaknya agak di pakek yaa,,di kasih tim boot kok muluu woi montoon kalo ngasih tim yang seimbang dong,masa iya gak ad yang waras capek gw suu",gamenya bagus knpa sinyalnya susah sih internetan lainya lancar udah aj sih karna ganggu sinyal mulu gw kasih 4 aj moonton otaknya pakek yaa kasih tim boot muluu woi montoon kalo ngasih tim seimbang iya gak ad waras capek gw suu,negatif
GABIG,27 September 2024,1,"Dear Moonton,ini kenapa lagi moonton,bug framedrop muncul tiba tiba moonton,padahal hp saya infinix gt 10 pro moonton(gaming),dan saya udah ganti grafik paling rendah sama aja moonton,kalo mau pakek frame rate 120 fps malah sama ajaa moonton framedrop,tolong fix bug ini moonton karna banyak yang ngeluh juga,kalau dibilang kesalahan device gak juga,saya sudah coba main game batleroyal lancar aja,tolong di fix bug nya,sekian keluhan dari saya terimakasih",dear moonton moonton bug framedrop muncul moonton hp infinix gt 10 pro moonton gaming udah ganti grafik rendah aja moonton kalo pakek frame rate 120 fps ajaa moonton framedrop tolong fix bug moonton karna ngeluh dibilang kesalahan device gak coba main game batleroyal lancar aja tolong fix bug nya sekian keluhan terimakasih,netral
fathan mubina,15 September 2024,4,Tolong lh monton game sudah hd tapi bug masih ad. Bug pertama bug replay game tidak muncul dan masih banyak bug yang lain jd tolong lh monton bug replaynya segera di betulkan karna aku dapat moment GK bisa di record tolong y montonn .jika nanty sudah bisa baru kukasih rating 5 dah jd tolong dibantu y,tolong lh monton game hd bug ad bug bug replay game muncul bug jd tolong lh monton bug replaynya betulkan karna moment gk record tolong y montonn .jika nanty kukasih rating 5 dah jd tolong dibantu y,netral
Reza Syahreza,26 September 2024,1,"Setiap memulai match dan mencari tim yang tidak seimbang atau menguntungkan musuh dan merugikan tim, saya memiliki saran jika teman yang sengaja merugikan tim dan tolong di berikan sangksi yang berat jangan berupa teguran saja jika bisa berupa ban match selama 1 hari mode rank dan itu sudah sangat membantu sportif dalam permainan",match mencari tim seimbang menguntungkan musuh merugikan tim memiliki saran teman sengaja merugikan tim tolong sangksi berat teguran ban match 1 mode rank membantu sportif permainan,negatif
Trystan Nararya,29 September 2024,1,"Mnnton kon bangs sinyal bagus liat apa aja bisa tapi giliran main rank malah lag padahal sinyal hijau bagus tapi lag sama ada lagi hey moonton saya udh habisin banyak kuota buat main masih aja lag udh gitu ada lagi sinyal bagus eh tiba tiba meng hubungkan kembali jadi artinya moonton 1 kikir 2 sinyal bagus di bikin lag 3 niat ngeluarin to hero malah lag banget 4 pas relog malah loading ulang 5 saya main udh menang kill banyak malah lag artinya moonton kon, bangs",mnnton kon bangs sinyal bagus liat aja giliran main rank lag sinyal hijau bagus lag hey moonton udh habisin kuota main aja lag udh gitu sinyal bagus eh meng hubungkan moonton 1 kikir 2 sinyal bagus bikin lag 3 niat ngeluarin to hero lag banget 4 pas relog loading ulang 5 main udh menang kill lag moonton kon bangs,negatif
vajar,22 November 2024,3,montoon game lu emang bagus tapi sistem lu yang buruk lu kalo ngasih musuh yang sepadan dong kan gw player biasa kalo gw kecuali mantan onic yang mvp. lu kasih tim ke gua kaya orang baru lahir terus musuh kek penjoki udh gitu aja benerin ya,montoon game lu emang bagus sistem lu buruk lu kalo ngasih musuh sepadan gw player kalo gw kecuali mantan onic mvp lu kasih tim gua kaya orang lahir musuh kek penjoki udh gitu aja benerin ya,negatif
Jenissary,1 November 2024,1,"Woi moonton. Gw capek 10x losestreak. Kalo ngasih tim sama musuh yang imbang lah. Gw cm butuh bintang,, main game bikin have fun mana ada klo caranya gini. Tolong lah kasih tim jngn darksistem. Gw tau marketing lu pasti ngasih gw win 1x hbis itu lose 5x biar main trs smpai menang. Percuma gw topup banyak' kalau akhir'nya jadi stres sm buang' duit. Boro' ngasih skin gratis tp gw cuma mau bintang naik. Mnding pindah hok aja Beh",woi moonton gw capek 10x losestreak kalo ngasih tim musuh imbang gw cm butuh bintang main game bikin have fun klo gini tolong kasih tim jngn darksistem gw tau marketing lu ngasih gw win 1x hbis lose 5x biar main trs smpai menang gw topup nya stres sm buang duit boro ngasih skin gratis tp gw bintang mnding pindah hok aja beh,negatif
Dony Satria,10 Oktober 2024,3,"untuk sekarang sihh ga terlalu enak main mobile legend karna ada bug koneksi, jaringan saya bagus sama sekali tetapi tiba-tiba ngelag-ngelag tolong diperbaiki lagi kritik saya itu aja sih semoga diperbaiki",sihh ga enak main mobile legend karna bug koneksi jaringan bagus ngelag ngelag tolong diperbaiki kritik aja sih semoga diperbaiki,negatif
AB EKSmannn,30 Agustus 2024,1,"sekarang game nya buruk massa magic case nya susah buat dapetin hero yang bagus,, apalagi commander nyaa si thars lama banget aktif nya harus 8 ronde dulu baru bisa di pakai,, tolong lebih sedikit misalkan 6 atou 5 ronde",game nya buruk massa magic case nya susah dapetin hero bagus commander nyaa si thars banget aktif nya 8 ronde pakai tolong 6 atou 5 ronde,negatif
Furqon Fadillah,5 November 2024,1,"Kalau kasih tim bener dikit napa mangkannya banyak yang protes,ada yang bilang dark sistem, perumpamaan nihh ya tim ku top lokal musuh nya kelompok req ya logis dikit lah masak tim ampas musuh setingkat rrq kan jadi sulit untuk menang kalau gini terus pasti banyak yang akan pindah, saya minta tolong ada beberapa player yang selalau dapat musuh yang sama kayak pertandingan sebelumnya nah itu mending di urus aja, kalau sekali dia kali itu gpp nah ini berkali kali",kasih tim bener dikit napa mangkannya protes bilang dark sistem perumpamaan nihh ya tim ku top lokal musuh nya kelompok req ya logis dikit masak tim ampas musuh setingkat rrq sulit menang gini pindah tolong player selalau musuh kayak pertandingan mending urus aja kali gpp berkali kali,negatif
My Bro,15 Oktober 2024,1,Halo montoon mau kasih tahu ada bug paling fatal mode offline yang lumayan bikin nyesek yaitu gak bisa pakai skin di mode offline padahal udah punya skin masih gak bisa di pakai..... tolong di perbaiki....,halo montoon kasih bug fatal mode offline lumayan bikin nyesek gak pakai skin mode offline udah skin gak pakai ..... tolong perbaiki ....,negatif
Rasta Pratama,18 September 2024,1,"montonnn! kenapa setiap gwe udah di game sering logi ulang sendiri , dan bintang nya jadi hilang , Lo ga ngehargain apa tiap hari gw ngepush , padahal sinyal gwe bagus dan lancar , gwe kira ini gem lebih baik dari pada gem sebelah , ternyata lebih baik gem sebelah.",montonnn gwe udah game logi ulang bintang nya hilang lo ga ngehargain gw ngepush sinyal gwe bagus lancar gwe gem gem sebelah gem sebelah,negatif
Maira Zura,4 Oktober 2024,4,"sebenarnya saya suka main ini, tapi akhir akhir ini ga bisa di buka ml nya, padahal wfi saya lancar, ngebug nya itu dia ngestak di tempat mau masuknya 3 hari saya tungguin ga bisa, padahal di sana rank saya lumayan besar dan banyak heronya,,!! please balikin dong!!!😭😭😔😔😔",suka main ga buka ml nya wfi lancar ngebug nya ngestak masuknya 3 tungguin ga rank lumayan heronya please balikin,negatif
Niken Lpg,9 Oktober 2024,3,"Gamenya cukup baguss, Tapi Kenapa Disaat Saya Lagi Sedang Push rank/classic Ditengah permainan saya tidak bisa bergerak dan ada juga bug lainnya yg saya alami, Saya cuma mau minta tolong bukannya game ini semakin bagus tapi malah semakin buruk. Tidakkah anda pikirkan org yg bermain solo rank dan dapat tim troll?, Lantas Mengapa musuhnya terlalu jago?, Kalaupun anda memang tidak mau kalah dgn game sebelah, setidaknya perbaiki bug dan Tim yg sepantasnya... Bukan Cuma ngasih skin gratis aja😔🙏",gamenya baguss disaat push rank classic ditengah permainan bergerak bug yg alami tolong game bagus buruk pikirkan org yg bermain solo rank tim troll lantas musuhnya jago kalah dgn game sebelah perbaiki bug tim yg ... ngasih skin gratis aja,negatif
Diinanuraa,27 September 2024,5,"Bgs, menghabiskan bnyk ruang, tp game ny bgs. Download resource nya lama, kadang tiba tiba sinyal nya tidak baik waktu war, terkadang juga mendapatkan tim dan lawan yang tidak sepadan saat bermain rank. banyak lag dan bug kadang.",bgs menghabiskan bnyk ruang tp game ny bgs download resource nya kadang sinyal nya war terkadang tim lawan sepadan bermain rank lag bug kadang,negatif
Yendra Aprisa,12 November 2024,5,"Saya suka dan sangat mengibur , sya akan setia sama mobile legend, tolong perbanyak skin . Harusnya monton itu mempertemukan top global nmr satu semua Hero untuk di adu fig di land of down , biar kami bisa melihat pertempuran yg hebat antara top global vs top global Hero Hero .",suka mengibur sya setia mobile legend tolong perbanyak skin monton mempertemukan top global nmr hero adu fig land of down biar pertempuran yg hebat top global vs top global hero hero,positif
La diky wahyudi Wally,7 Desember 2024,2,Kurang menyenangkan karna main tim gak seimbang di kasih drak sistem mulu capek gua montoon dah habis tenaga habis uang buat beli dm sma kuota 1 bulan pushh hasilnya cuman gitu gitu aja..gak pernah di kasih tim yang bener,menyenangkan karna main tim gak seimbang kasih drak sistem mulu capek gua montoon dah habis tenaga habis uang beli dm sma kuota 1 pushh hasilnya cuman gitu gitu aja .. gak kasih tim bener,negatif
Khalifah Turrahman,7 September 2024,1,Saya selalu mengalami masalah jaringan disaat bermain padahal jaringan dihp saya tidak buruk dan di dalam pertandingan Sangat tidak sesuai dengan yang saya harapkan Mohon moonton untuk memperbaiki kualitas jaringan disaat bermain,mengalami jaringan disaat bermain jaringan dihp buruk pertandingan sesuai harapkan mohon moonton memperbaiki kualitas jaringan disaat bermain,negatif
Aizil Pratama,10 Agustus 2024,1,"mohon untuk developer gamenya, inti hampir sama dengan komentar yang lainnya, karena saya adalah pemain solo di setiap permainan yang saya main bisa dibilang menang 1 kalah 4 penyebabnya, jaringan sering ngeleg untuk update versi ini lawanpun terlalu keras di banding dengan team saya ( tidak seimbang ) itu saja untuk saat ini terimakasih kepada developer gamenya semonga kedepannya akan menjadi lebih baik",mohon developer gamenya inti komentar pemain solo permainan main dibilang menang 1 kalah 4 penyebabnya jaringan ngeleg update versi lawanpun keras banding team seimbang terimakasih developer gamenya semonga kedepannya,negatif
Gede Mahardika Putra,20 November 2024,1,Sistem nya perbaikilah anehhhh dapet tim bodoh semua emang game asuuuu anehhh sistem nya benerin tololl game anehh kalo ga bisa buat sistem ga usa buat gameeee,sistem nya perbaikilah anehhhh dapet tim bodoh emang game asuuuu anehhh sistem nya benerin tololl game anehh kalo ga sistem ga usa gameeee,negatif
1. AHMAD HAFIDZ KURNIAWAN,3 Agustus 2024,1,"woiii tolong lh hadiah lucky spin itu diganti.. hadiah utama dari lucky spin nya yh, bukan penukaran cristal lucky spin. Sebab hadiah utama dari lucky spin itu itu aja dilihat lihat!!!! Dan setiap bermain solo selalu mendapat teman satu tim yang buruk. monton gabisa tegas ya sama player yang gameplay nya buruk? Udah berulangkali report ttp aja ketemu! Game busuk bgt deserve 3.8 DAN SELALU BERMASALAH KALAU MAU MENAUTKAN AKUN DENGAN TELEGRAM",woiii tolong lh hadiah lucky spin diganti .. hadiah utama lucky spin nya yh penukaran cristal lucky spin hadiah utama lucky spin aja lihat bermain solo teman tim buruk monton gabisa ya player gameplay nya buruk udah berulangkali report ttp aja ketemu game busuk bgt deserve 3.8 bermasalah menautkan akun telegram,negatif
Muhamad Asep,12 November 2024,1,Tidak pernah dapat tim rasional Dapatnya tim bekas dijoki(alias naik tanpa usaha) akhirnya ranknya tinggi skillnya nol!!! Mohon matchmakingnya di perbaiki Dari segi game cukup bagus dan bersaing Hanya fitur matchmakingnya yang buruk bagi solo player,tim rasional dapatnya tim bekas dijoki alias usaha ranknya skillnya nol mohon matchmakingnya perbaiki segi game bagus bersaing fitur matchmakingnya buruk solo player,negatif
Mah Limi,13 Desember 2024,5,"bagus banget walaupun ada dark system,gamenya tetap menantang oh ya aku juga gak sabar nunggu hero baru yang moonton janjikan aku tunggu ya",bagus banget dark system gamenya menantang oh ya gak sabar nunggu hero moonton janjikan tunggu ya,positif
Putri Aisyah rahma,26 Agustus 2024,1,Saya sebagai solo player jarang mabar sangat kecewa dengan sistim dari game ini yg sangat kurang bagus.. . Baru saja main loss treak dengan tim yg tidak bisa bermain.. . Sedang kan selalu dapat lawan yg jago bermain.. . Bukan saya tidak bisa main.. . Jika sama2 imbang saya tidak akan merasa kecewa.. . . Mohon di perbaiki.. . Bagi kami yg serius bermain merasa kurang puas dengan sistim dari game ini . . Trimakadih,solo player jarang mabar kecewa sistim game yg bagus .. main loss treak tim yg bermain .. lawan yg jago bermain .. main .. sama2 imbang kecewa .. mohon perbaiki .. yg serius bermain puas sistim game trimakadih,negatif
Vortex,23 November 2024,3,"Woi lah Grafik ultra gak usah di nerf lah ,percuma nyediain pilihan ultra kalo ujung ujungnya mau di samain kayak grafik high.",woi grafik ultra gak nerf nyediain pilihan ultra kalo ujung ujungnya samain kayak grafik high,negatif
April Realme,7 Oktober 2024,1,sering loading sendiri alasan nya karna jaringan buruk padahal pas saya main oke oke aja jujur ini ngegganggu sekali lgi claim event tiba tiba loading buka shop loading lagi tolong lah di perbaiki klo untuk masalah device pun menurut saya jg masi bagus,loading alasan nya karna jaringan buruk pas main oke oke aja jujur ngegganggu lgi claim event loading buka shop loading tolong perbaiki klo device jg masi bagus,negatif
David Korea,11 September 2024,1,"8 th setia sama ML. Setiap ganti hp apl ML slalu ada.. Tapi belakangan ini kalo main solo susah, MVP kalah 10 kali berturut-turut dan terulang"" Trus sampe season sekarang. Perbaiki lagi sitem nya, yang bikin player males main, jgn banyakin even skin. Buat apa skin. Mending Perbaiki lawan dan tim yg sebanding kemampuan playernya dan fungsi adanya tombol raport buat apa kalo gk ada fungsinyal.Coba perketat lagi sistem raport nya, jangan cuman buat pajangan.. Sesekali bkin player jerah,jgn tkut spi",8 th setia ml ganti hp apl ml slalu .. kalo main solo susah mvp kalah 10 kali terulang trus sampe season perbaiki sitem nya bikin player males main jgn banyakin even skin skin mending perbaiki lawan tim yg sebanding kemampuan playernya fungsi tombol raport kalo gk fungsinyal.coba perketat sistem raport nya cuman pajangan .. bkin player jerah jgn tkut spi,negatif
Rizki Daffi Aleksy,30 November 2024,1,"game yg buruk dalam match yg tidak adil tim rank rendah,musuh rank tinggi sangat tidak adil tolong diperbaiki untuk sistem match nya",game yg buruk match yg adil tim rank rendah musuh rank adil tolong diperbaiki sistem match nya,negatif
Kendel Kendel9090,27 November 2024,1,Pindah game aja moonton kagak ngotak main dari jam 11 malem sampe jam 7 pagi kalah mulu bukannya main game ngilangi setres malah tambah setres ...,pindah game aja moonton kagak ngotak main jam 11 malem sampe jam 7 pagi kalah mulu main game ngilangi setres setres ...,negatif
Asrul Gunawan,20 November 2024,1,"GG montod........kelas event scam nya, yg belom download cari MOBA lain aj, banyak yg layanin player lebih bagus, buat yg masih main gak usah terlalu buang2 duit dsini, di game sbelah banyak yg lebih worth it",gg montod ........ kelas event scam nya yg belom download cari moba aj yg layanin player bagus yg main gak buang2 duit dsini game sbelah yg worth it,positif
Deus Ex_1,19 September 2024,1,"Sistem match nya masih kacau, gw main lose streak 20X beruntun tanpa menang, itu pun dalam 3 hr. Saat ini sudah 2 minggu gw masih lose streak, meski ada menang kalahnya juga, tapi kalah lebih banyak. Sepertinya gw di jadikan tumbal dark sistem supaya player lain rank nya naik sampe mytic immortal. Lucu emg moonton, gw yakin komentar ini gk bakal di balas, apalagi di baca. Klo misal komen gw nyampe, pesen gw cuma 1, klo bikin match itu yg seimbang.",sistem match nya kacau gw main lose streak 20x beruntun menang 3 hr 2 minggu gw lose streak menang kalahnya kalah gw jadikan tumbal dark sistem player rank nya sampe mytic immortal lucu emg moonton gw komentar gk balas baca klo komen gw nyampe pesen gw 1 klo bikin match yg seimbang,negatif
War Warxshot,13 November 2024,3,Moonton yang bener lah lose track terus gw cape dapet tim dark system' terus sedangkan musuh nya pro player terus tolong perbaiki,moonton bener lose track gw cape dapet tim dark system musuh nya pro player tolong perbaiki,negatif
Reyhan Nurdaffa,27 Agustus 2024,1,Sekarang banyak bug sama banyak lag tolonglah moonton perbaiki aku pakek wifi pas mau matiin musuh langsung lag lalu aku mau menang tiba tiba lag tim ku juga tiba tiba lag semuanya lag lalu tolong keamanannya ada heacer yang bisa lagkin musuh dgn aman tim nya juga kena tapi heacer nya lancar jadi gampang buat main sedangkan musuhnya lose treak jadi heacer nya tuh ngecit nya sampai win semua nah itu makanya tolong di perbaiki sudah makasih ya moonton,bug lag tolonglah moonton perbaiki pakek wifi pas matiin musuh langsung lag menang lag tim ku lag lag tolong keamanannya heacer lagkin musuh dgn aman tim nya kena heacer nya lancar gampang main musuhnya lose treak heacer nya tuh ngecit nya win tolong perbaiki makasih ya moonton,negatif
Pengguna Google,18 November 2024,1,"Aneh setelah update bukannya makin bagus ,lag parah apalagi dari jam 18.00 keatas delay skill bisa sampe 5 detik",aneh update bagus lag parah jam 18.00 keatas delay skill sampe 5 detik,negatif
Diki Andika,9 November 2024,1,Monton gimana sih kok banyak drak sistem game apa lah tolong gausah ada drak sistem lama lama banyak orang yang malas main game ini Montoon botak lah klo masih musuh,monton gimana sih drak sistem game tolong gausah drak sistem orang malas main game montoon botak klo musuh,negatif
Jefri Albukhori,26 November 2024,1,Game rusak masak saya yg masih romawi dan belum pernah nyentuh honor apalagi glory dikasih musuh mantan glory Ama imortal sungguh tidak adil sekali mana lose treakk 15 kali lagi kalo sistem nya kayak gini terus mending pindah hok aja capek gua sama sistem lu,game rusak masak yg romawi nyentuh honor glory dikasih musuh mantan glory ama imortal sungguh adil lose treakk 15 kali kalo sistem nya kayak gini mending pindah hok aja capek gua sistem lu,negatif
ziad yoi,28 September 2024,4,"menurut ku bagus si, karena banyak event yang bagus"", grafik nya juga oke, cuma timnya aja yang gk ngotak, udah gitu nabrak terus pula, tolong di perbaiki monoton cape WL WL mulu, selebihnya bagus gk ada kendala",ku bagus si event bagus grafik nya oke timnya aja gk ngotak udah gitu nabrak tolong perbaiki monoton cape wl wl mulu selebihnya bagus gk kendala,negatif
Satria Wardhana,26 November 2024,1,"Game udah bagus,tapi sistem lawan sama musuh beda jauh game jadi tidak seru dan bikin emosi",game udah bagus sistem lawan musuh beda game seru bikin emosi,positif
Komang F,8 Oktober 2024,3,Game udah baguus.. Sayang butuh sinyal gede banget.. Masa iya mau maen nunggu jam 10 maleman.. Padahal mulai match sinyal bagus begitu main lag terus terusan.. Intinya jaringan nya di perbaiki bos..,game udah baguus .. sayang butuh sinyal gede banget .. iya maen nunggu jam 10 maleman .. match sinyal bagus main lag terusan .. intinya jaringan nya perbaiki bos ..,negatif
Lynx Navacia,1 September 2024,4,"Menurut saya sudah bagus, tapi banyak bug juga, kayak bug sinyal padahal saya sudah memakai WI-FI dan tetap sinyalnya masih merah... Gacha juga selalu dapat Magic Dust atau Fragment Mulu, apa lagi waktu main Rank, Classic, dan Brawl malah dapet tim beban atau musuh yang susah, dan waktu 1 bintang lagi mau naik Rank malah dikasih Dark System... Ya begitulah saya jadi bosan bermain Mobile Legends, game ini membuat saya Stress... Tolong kedepannya perbaiki lagi ya Moonton🙏",bagus bug kayak bug sinyal memakai wi fi sinyalnya merah ... gacha magic dust fragment mulu main rank classic brawl dapet tim beban musuh susah 1 bintang rank dikasih dark system ... ya bosan bermain mobile legends game stress ... tolong kedepannya perbaiki ya moonton,negatif
windy sasongko,5 Agustus 2024,2,Karena kadang lag dan ngefram padahal saya memakai wi-fi dan jaringanya biasa dan saya dikasih tim bot dan musuh nya jago mohon perbaiki ya monton dan dikasih fitur baru dong dan saya barumasuk saya masih level satu musuh kok sudah level empat terus tpmbol basik attak dan yang untuk jalan itu gak bisa digerakin dan ladang jalan sendiri dan skil ultinya bisa jalan sendiri maksud aku tidak pencet tombol lo😆 bagus gamenya tapi yang nexs gak ada adanya yang 5v5/yang biasa mohon yang nexs diadain ya,kadang lag ngefram memakai wi fi jaringanya dikasih tim bot musuh nya jago mohon perbaiki ya monton dikasih fitur barumasuk level musuh level tpmbol basik attak jalan gak digerakin ladang jalan skil ultinya jalan maksud pencet tombol lo bagus gamenya nexs gak 5v5 mohon nexs diadain ya,negatif
Qryzhkrai Khairullah,13 Desember 2024,5,"Server game ngelag, double jaringan tetap ping merah. Bisakah developer mengurus game ini dengan benar?",server game ngelag double jaringan ping merah developer mengurus game,negatif
Agung kurniawan kurniawan,28 September 2024,3,Game nya bagus tp kalo udah afk atau gimana itu turun kredit skore nya banyak banget sama kalo mau naikin nya paling ngga 1 pas turun bisa 8 atau 6 tolong di pertambah lagi lah kalo mau naikin kredit score nya biar nggak susah banget ya moonton even nya bagus bagus tp minusnya ya itu tadi ya moonton tolong di lebih mudahkan lagi saat mau menaikan kredit score nya,game nya bagus tp kalo udah afk gimana turun kredit skore nya banget kalo naikin nya ngga 1 pas turun 8 6 tolong pertambah kalo naikin kredit score nya biar nggak susah banget ya moonton even nya bagus bagus tp minusnya ya ya moonton tolong mudahkan menaikan kredit score nya,negatif
Rafka Eza,15 Oktober 2024,1,Sebenarnya game nya seru tapi saat mau ganti nama tulisannya gratis saat pertama tapi setelah dicoba harus beli rename card dulu. Tolong diperbaiki ya. dan sinyalnya itu jelek baget,game nya seru ganti nama tulisannya gratis dicoba beli rename card tolong diperbaiki ya sinyalnya jelek baget,negatif
Poniman Poniman,7 Desember 2024,5,Game nya bagus dan tapi pas main sinyal nya bagus tapi gak bisa gerak dan saat mencari lawan lama,game nya bagus pas main sinyal nya bagus gak gerak mencari lawan,positif
Linkghaa Achaziioo,8 November 2024,1,"kalo gak team yg busuk pasti tibaw jaringan hilang,, pas lag langsung cek buka youtube dan aplikasi lain lancar.. bahkan untuk live streaming aja tanpa buffer . Game kocak...",kalo gak team yg busuk tibaw jaringan hilang pas lag langsung cek buka youtube aplikasi lancar .. live streaming aja buffer game kocak ...,negatif
Ikhwan Uddin,21 November 2024,1,"Ayolah moonton, Jangan bikin kesel player ML, tolong beri matc yang seimbang, masa dari mitik 10 turun sampe legend 2. Dari musuh rank tinggi2 , sementara tim sendiri rank nya rendah seperti epic. Kalo seperti itu terus, bakal uninstal ini game.",ayolah moonton bikin kesel player ml tolong matc seimbang mitik 10 turun sampe legend 2. musuh rank tinggi2 tim rank nya rendah epic kalo uninstal game,negatif
Danu Tarakan,6 Agustus 2024,3,Game ini seru tapi kadang klo kepencet keluar malah log out anehh terus padahal sinyal 4 batang tapi pss di abis derafik ngelagg bangety lamaa kdng ad aj bug ny keluar kepencet keluar sebentar tapi jalan sendiri ny lama bisa sampe 3-5 mmnit aneh mohon di perbarui,game seru kadang klo kepencet log out anehh sinyal 4 batang pss abis derafik ngelagg bangety lamaa kdng ad aj bug ny kepencet sebentar jalan ny sampe 3 5 mmnit aneh mohon perbarui,negatif
Nailu Himmah,10 Agustus 2024,1,"Game rusak, di kasih tim yg tolol"" bikin emosi aja,susah kalo mau menangin sendiri,kalo bisa Kasim tim yg sepadan lah biar enak, menang seneng kalo kalah juga ga emosi,masa ketemu yg bot"" mulu, kan cape main kalah trs,niatnya nyari hiburan malah jadi stres,game kok bikin emosi trs, menang 1 kali tp kalahnya 5 kali, streesssss gua kalo gitu trs (reza_850)",game rusak kasih tim yg tolol bikin emosi aja susah kalo menangin kalo kasim tim yg sepadan biar enak menang seneng kalo kalah ga emosi ketemu yg bot mulu cape main kalah trs niatnya nyari hiburan stres game bikin emosi trs menang 1 kali tp kalahnya 5 kali streesssss gua kalo gitu trs reza_850,negatif
just Giovanni,11 Oktober 2024,1,"1 bulan terakhir ini game ini sudah tidak nyaman lagi, dapatnya teman yang tidak bisa bermain padahal sudah di rank mytic awal season. Terlalu byk player yg joki akun ke rank tingga padahal aslinya tidak bisa main, merugikan player yg mmg mau main.. Tolong ditindak, sdh pertimbangkan pindah game sebelah sih..",1 game nyaman dapatnya teman bermain rank mytic season byk player yg joki akun rank tingga aslinya main merugikan player yg mmg main .. tolong ditindak sdh pertimbangkan pindah game sebelah sih ..,negatif
