name,date,star,comment
Dok Ter,7 Desember 2024,1,Plis kalau rank tuh jangan kasih tim yang tolol dong monton gue aga kecewa sekarang kalau main ML kalau rank legends iya tim juga harus legends jngan yang asu dong tim nya itu aja sih saran dari gue bintang 1 aja kalau bgus tak kasih bintang 5 ok
Djoel Cristhoper S,18 Desember 2024,1,Aneh sekali padahal tidak ada jaringan lag hp juga bagus tapi saat matching banyak bug dan membuat saya menjadi terkena invalid bahkan saat saat genting bisa bisanya keluar dari game tolong perbaiki bugnya
Mareta Eki talia,23 September 2024,2,Game nya bagus cuma ada sesuatu yang buat saya kadang kesel sama game ini. Padahal sinyal dirumah saya bagus tetapi saat sedang war tiba tiba moonton sengaja membuat sinyal saya menjadi merah dan lag parah. Jdi tolong moonton jangan sengaja membuat sinyal saya menjadi merah saat didalam pertandingan
Deez Nuts,30 November 2024,2,"Gamenya memang sudah bagus dan cukup seimbang, tetapi please moonton perbaiki matchmakingnya. Saya sampai tidak sanggup main dikarenakan menemukan satu tim yang tidak seimbang dan selalu menyusahkan. Jadi tolong moonton perbaiki dulu matchmaking sebelum memprioritaskan event, skin, hero, dll."
HasaN' 01,30 Agustus 2024,1,"makin parah dark systm nya masa udh menang 6x berturut² abis itu di kasih timnya kacau terus di satuin sama yg mabar lagi di atas rank kita jadi nggk seimbang, tolong perbaiki lagi masa udh di sindir keras sama game sebelah masih belum introveksi buat ngoreksi kekurangan di game nya. tolong lebih di koreksi kalau setiap player ngasih masukan/pendapat. jangan cuma di abaikan. klo kya gini game lo bkl kalah sama game HOK."
Dwi woro Cahyani,19 November 2024,4,Menurut saya bagus dan berkualitas tapi kalau bug jangan tiba tiba jalan sendiri nanti kalo mati kan susah apalagi kalo ranknya turun
Inata neema Faezia,26 September 2024,1,"Seperti biasa, sistem mute yg di terapkan monton itu gk beres. Saya chat tidak kasar, tidak ada kata yg di akhiri tod,tot,cok,dek,blok, intinya kata yg terdeteksi kasar.. saya sangat hati2 falam chat.. bahkan kita main baik baik saja tidak ada makian dari tim ataupun musuh tapi saya tetap kena mute.. dan ini udh saya tes beberapa kali fan hasilnya kena mute. Nah intinya sistem monton ini merugikan pemain."
Komang F,8 Oktober 2024,3,Game udah baguus.. Sayang butuh sinyal gede banget.. Masa iya mau maen nunggu jam 10 maleman.. Padahal mulai match sinyal bagus begitu main lag terus terusan.. Intinya jaringan nya di perbaiki bos..
Rahmatullah Abdulrahman,5 Desember 2024,5,"Perbaikan jaringan atau lagnya perlu ditingkatkan. kadang, ketika menggunakan speed mode(jaringan WiFi dan jaringan data) tetapi masih tetap lag jga bang.sekian"
Raka Muhammadraka,2 Desember 2024,4,"Kasih bintang 4 soalnya tim musuh sangat kuat dan tim saya dark sistem,mohon dark sistem di hapuskan oleh pihak Moonton sekian terimakasih."
Ihsan Novendhi,21 Oktober 2024,1,Susah game nya karena sinyal leg sedikit langsung skil karakter tidak bisa di klik sama skali tolong diperbaiki agar tidak merugikan orang lain(masak game ini kalah sama ff komentar sedikit langsung diturutin lagameini gimana up! 🤭) mungkin lagi ngantuk
iwan setiawan,15 November 2024,1,Woi monton kasih gw tim yg bagus gw selalu nemu dark sistem di mobile legends gw juga sering nemu musuh yg jago sedangkan tim saya bot moonton tolong kasih gw win streak Akun gw namanya £eo• woi moonton
Meka Meka,23 November 2024,3,Untuk mode offline kalau bisa tim dan musuh kita yg memilih jadi tidak bosan lawan Hero itu itu Mulu sumpah dah atau di pilih acak botnya Hero ml kan banyak kalo lawannya itu itu Mulu ya bosen
Elena Fika,22 November 2024,3,Sinyal nya tolong diperbaiki dan kredit skor ny karna mengganggu waktu main kenapa harus ada kredit skor kalau orang sibuk juga gk sempat main sekali main malah gk ada kredit skor tolong perbaikannya
Salwa hayatul adha,24 November 2024,5,Saya sangat menyukai game ini . Karena game ibi waktu kosong saya jadi terisi terimakasi juga kepada munton telah menciptakan hero yg sagat bagus (^.^)
Kropen Halal,18 November 2024,1,Tolong di perbaiki bug keluar sendiri saat draft dan kasih musuh dan tim yang seimbang
Aska. AG [1],27 November 2024,1,mobile legends bang bang game burik tolol gw losetrek mulu moonton kalo ngasih tim yg bejus napa jangan dark sistem. Udah mendingan kita semua yg jadi korban moonton pindah ke HOK aja gimana itu game lebih seru dari pada mobile legends.
Sendri Winardi,20 November 2024,1,"Percayalah Kelian para player solo hanya akan jadi tumbal,,,dimana Kelian akan kesulitan menaikan rank,,,signal kita normal tp teman kita pasti lag...itulah sistem moonton"
Robi Kurniawan,23 Agustus 2024,2,"Makin lama game semakin hancur suka crash & bug ketika sedang bermain, tiba2 PING tinggi padahal jaringan bagus, tolonglah perbaiki kami sebagai pengguna jasa tidak merasa nyaman bermain kalo terus bermasalah dengan koneksi otomatis saya akan uninstall !!!!"
Engkus Andi,9 Desember 2024,1,"Akhir akhir ini sinyal sering lag kalo lagi war sama kalo musuh kalah dan tim saya snowball malah jadi sering lag parah ampe ping 300++ tolong lah bersih bersih lagi dari cheat. Udah ganti jaringan, clear cache, data yg menumpuk, test ping aman aman aja. Pas ingame tetep aja ada lag pas war yg anehnya pas tim saya unggul item ama turret dari musuh loh suka tiba tiba ping 300+ tolonglah bersihin player yg suka cheat min. Sekian terimakasih"
Ramdani Eloy,16 November 2024,1,Ga jls penganturan macam apa ini dari kemarin nemu tim nya ga jelas mulu ayolah perbaikan sistem nya jangan gini kalau gini trus mana pada betah mainin nya ubah lah kalau nemu tim tuh yang setara
Taopik Hidayatulloh,20 November 2024,1,"Bug, katanya mau beri kompensasi 20 November 2024 waktu server, tapi nyatanya malah gak ada sama sekali,dasar game kikir"
ferdi al ihrom,9 Desember 2024,1,"Buat kalian yg mau dounloud ini gem mikir² lagii lah gem yg kayaa taii, pas war sinyal merah pas mati sinyal ijoo emang maen ini gem di seting sama serper nyaa jadii mending jangan maen ini gem padahal sinyal gw kenceng pas war sinyal hilang kalo di bilang hp gw android tapi gw pake jipset yg kenceng dan pake hp di atas 6 jutaan"
Ibnul Arobi,2 Desember 2024,1,Game nya seru tapi draf nya gak seimbang tim saya di kasih yang ngetroll mulu dahlah game ini cukup bikin frustasi harap di perbaiki setidaknya lawan dan tim itu seimbang jangan berat sebelah apalagi mau naik rank pasti di kasih yang bot
Elisabethh Frdaa_,22 November 2024,1,Game udah bagus tapi aneh pas mau main gk bisa di mulai padahal sinyal nya ijo kata sistem malah ngeleg gimana sih monton
Wayan Eva,1 Desember 2024,2,"sampai kapan boros sinyal wahai mobile legend? sinyal ku 4g kau mau di pkai sinyal 10g.? ga bener2 kau, jangan urusin duit mulu, banyak bug dan koneksi buruk kau tak urusi"
Hery Mo Channel,25 Oktober 2024,1,"player yang suka menghina player lain sekarang sudah ada tindakan tegas, tapi masalah jaringan yg sering bermasalah, padahal wifi/data lancar tapi ping merah, dan saya sering di hukum afk padahal karna jaringan yg tidak stabil, itu sangat tidak adil, tolonglah moonton untuk player yg afk karna jaringan bermasalah jangan di beri hukuman, di perbaiki lagi masalah jaringanya"
Rizky Fauzi AP,6 Desember 2024,5,masih sering terjadi lag saat perang besar.. mungkin masih bisa ditingkatkan lagi untuk kualitas sinyal bagi kita yang memiliki sinyal rendah
David Christoper,16 November 2024,1,Bug event 11.11 tolong diperbaiki . Ini kena bug. Saya gak bisa spin harian 10X spin dengan harga 500 DM . dan tiketnya cuman dapat 5 dari misi fase 2 . Anda niat bikin aplikasi gak ?
choirul_ am27,5 Desember 2024,4,untuk pemain solo keseimbangan tim sama musuh masih kurang mohon di perbaiki kedepanya mungkin
Adi Agustina,21 November 2024,1,Saya kecewa dengan pihak game ini saya sudah top up sebesar 500 diamond tanpa lewat wdp dan saya mendapatkan masalah bug di premium suplay the navigator dan saya juga mendapatkan kompensasi tapi kenapa saya hanya mendapatkan 8 token the navigator sedangkan player lain mendapatkan 13 token the navigator bahkan player yang tidak top up sama sekali pun mendapat Token the navigator lebih banyak dibanding saya yang sudah top up saya sudah melakukan pengajuan ke custom servis namun belum ada respon
Ya Yaya,20 November 2024,5,Sumpah game ini seru banget bisa mabar lagi dan banyak banget karakter dan skin nya pokoknya seru banget kalo menurutku sih kalian wajib dowlot ini soalnya seru banget
Citra Cantik11,27 Oktober 2024,4,Saya sebagai pemain game di mobile legend.saya pas mau top up diwarung depan rumah saya.pas udah masuk kok yang masuk cuman 100 diamond? Kan saya belinya 290 diamond.lah ini kok cuman 100? Apa ada kesalahan dari tempatnya atau gamenya ? Saya bingung.ini pertama kali terjadi loh.kemarin saya top up 200 diamond juga masih masuk 200 kok.lah yang ini masuk nya cuman 100 ? Saya cuman bertanya.kalo benar kesalahan dari gamenya.tolong developernya diperbaiki ya.
Danang Nur Fatah,20 November 2024,1,"Sistem macam apa ini, katanya ada kompensasi buat bug malah ga ada. Ini game makin kesini makin banyak bug kecewa berat"
Alan Maidiyanto,17 Desember 2024,1,"Game yang sangat buruk untuk saat ini, semakin kesini semakin tidak jelas sistem match nya. dari pemilihan team nya yang terkesan disetting build yang sudah tidak masuk akal hingga basic hero yang sudah tak jelas...."
Rilyn Belvania,19 Agustus 2024,1,"kok anehh ya? aku selalu kalah karna dapat lawan yg bucin dan yang top global sedangkan tim ku aja yang sering afk? hangus sudah rancangan saya dan ini tidak pantas di mainkan jika belum ada perubahan dan kemajuan! bahkan sudah saya laporkan pun tetap. Sampai rank saya mau turun! padahal saya sudah main dengan benar tetapi tetap cheat semua isi lawan saya! tolong kalau bisa buat yang seangkatan saja lawan nya agar tidak membuat perdebatan dalam pertandingan. Terimakasih, saya tunggu info lbih ny"
Ina Wati,4 November 2024,1,"Pembagian tim yang tidak seimbang, lose strike muluk gara-gara sering satu tim sama player noob yang ngacok parah, kok bisa player yang udah pasti sering di laporin masih saja berkeliaran. Season depan kalo tidak ada perbaikan mending uninstall deh"
Alim Doank,20 November 2024,1,"Gamenya sudah bagus sangat serru cuma saat mau naik rank pasti dapat lawan yang jago bangetz tidak sesuai dengan level kita,, Trus main di epik sangat susah lebih susah dari lagends"
He Kal,5 Desember 2024,5,gem ini sangat bagus untuk Dijadikan sebagai berikut pertama ini sangat bagus untuk kita semua bisa terjadi terhibur dengan baik maka baiklah kita mulai dengan cara seperti ini tidak ada lagi kesempatan pengambilan gambar dilakukan oleh seorang analis terkenal ini emang ada apa engga ada lagi yang harus dilakukan secara bertahap akan membuat Anda mengambil foto dengan Photoshop CS6 master of science dan ya ya udah deh kalo ada yg mau di jual di pasaran ada yang mau dijadikan tempat ini siapa y
Yohanes William,24 Agustus 2024,5,"Moonton, tolonglah perbaiki masalah match pertandingannya, Kadang-kadang main rank sama classic sama aja dapat tim yang gak bener dan dapat musuh yang lebih jago dari tim sendiri. Tolong moonton, buat match pertandingan yang adil untuk kami yang bermain solo dan lainnya. Terimakasih."
Ahmad Taufiq,6 September 2024,3,"Handphone ram 8 tapi sering lag, setting sudah paling rendah masih juga lag. Hampir setiap pertandingan mengalami lag, drop, coba di perbaiki lagi montoon. Saya bermain ML sejak season 12 belum pernah mengalami lag berkepanjangan. Tapi di tahun 2024 ini mobile legens sering lag, itu merugikan player. Saya sering kena toxik karena fead karena jaringan."
Ohh Ya,20 November 2024,1,"Ngasih musuh susah-susah, terus dapat team yang beban-beban, sama sinyal ya terus hilang-hilang terus, mau lu apa moonton?, kalau lu kaga Perbakin ini lu lama-lama hilang pemain kalau kaga hilangin dark sistem!."
Farhan Iliyin,5 Desember 2024,5,"Game nya gk bagus, gara² game ini saya menjadi orang stress kalah terus dapat tim beban dark sistem, moonton merancang player supanya menjadi orang² stress dalam bermain Game ini"
Dini A,15 Agustus 2024,1,"dikasih tim gajelas terus, apalagi saat main duo/trio. dapat tim buta map, ga ngerti main, tolong lah moonton. ngotak dikit, giliran main party berlima, tim musuh terlalu jago. jadi ga seimbang. terus tolong ban player yg suka ngetroll moonton, saya kemarin sudah honor dan sekarang turun ke bintang 19 karena nemu tim seperti itu terus. kalau masih tidak diperbaiki, sebaiknya saya hapus game ini saja dan pindah ke game sebelah yang lagi ramai itu. percuma banyak event skin gratis, ga guna."
Chaa,10 November 2024,5,"Gamenya satisfying bngt!!!🤩😘 saya akan menceritakan pengalaman saya setiap reset season,saya mendapat tim troll dan darksistem,ketika lagi partyan saya selalu dapat musuh mpl,setiap hari selalu menggendong beban keluarga dan alhamdulillah saya main dari glory ★72 turun ke honor ★47, saya happy sekali bermain sambil menahan nangis digame ini,game ini juga memotivasikan kata"" mutiara yg diamanahkan oleh publik,game ini cocok sekali untuk kalian yg suka toxic"" guys,jadi buruan uninstal guys✨🥰"
Nadia kirana,12 Desember 2024,5,aku suka bnget udh lama main juga tpi akhir² ini setiap ak main rank selalu kembali loading dari awal kira² kenapa ya? trus kadang² suka afk sendiri dan akhirny juga kena pelanggaran;(
Suliana Suliana,11 Desember 2024,1,"game yang merusak mental pemain nya dengan cara di kasih tim yang ngetroll, jaringan yang lag padahal bagus, tu biasa nya user PH ni yang suka ngecheat lag, GK malu sama game tembak-tembakan yg rating nya 4 sekian"
Hafizhal Arkan wiguna,19 November 2024,1,"untuk kalian kalo bisa jangan main game ini lebih baik main HOK developer nya ga pake otak gua main di kasih tim bodo, yang jago nya di taro di musuh, tuk moonton ngotak dikit lah!!!"
yudha Purnawijaya,27 Oktober 2024,1,"Bng moonton tolong lah itu player buatan kalian (bot) hapus aja lah, macam mana main saya lostrek terus ketemu tim (bot), udah brapa Minggu saya mentok di legen terus dapet timnya (bot) terus, ga naik naik lah itu bintang saya, tolong lah moonton cepat buat di tanggepin itu udah cape lah saya nih ngpus lostrek terus..maaf saya kasih bintang satu dulu krna saya lagi emosi langsung kesini buat ngadu, nanti kalo udah di tanggepin saya kasih bintang 5"
Arif Ahkam,10 November 2024,2,Gemnya bagus tapi kok renk gue master tapi musuh nya kok pada mitik ya ini monton yang unik apa gimana ini tolong dong gimana caranya untuk naik renk oiks
Andri Awan,2 November 2024,2,"Jaringan selalu tidak stabil wifi maupun kuota, padahal sinyal sangat bagus.. dan di aplikasi lainya sangat lancar tetapi kok bisa main Mlbb selalu lag jaringan buruk... mohon kodisikan bang montoon... kalau udah terkondisikan saya kasih bintang 10!!!"
Novieta Sari,10 Desember 2024,5,"kadang nge bug, tpi keren keren sih event nya, o ya tolong kurangi lag nya jadi pas main gitu lancar"
rizki daneva,11 September 2024,1,"Game yang sangat membuat kenak mentalbaru login ke ml main rank,di kasih tim yang main Layla 2 match di rank,aneh nya player yang menggunakan Layla mainnya seperti bot bukan seperti player pada umumnya, mohon kalo untuk matchmaking di beri player yang benar"" player bukan bot,saya bermain solo,kalo main nya Sama bot(bukan player) percuma bakal terus di kill oleh musuh dan musuh pun mudah untuk memenangkan game nya,sementara untuk player yang asli akan merasa di rugikan karena satu tim dengan bot."
Phyan Gulo,7 Desember 2024,1,Cari satu bintang untuk naik matick. Sangat sulit..kalah menang mentok di rank 1 legend bintang 4 atau 5. ML ngk ada akhlak. Sangat mengecewakan 👺🤕😫😫😦
asri where,14 November 2024,1,"Costumer servicenya BOT. Kau perbaiki CS nya terlebih dahulu baru ku ubah rating. Player feeder dan afk dapat bronze dibilang tidak melanggar ketentuan, Kan BERAK. Duit banyak tapi mempekerjakan CS 4-5 orang (manusia) untuk cros cek gk mampu. BERAK. Kayak nya memang gk bisa ditolerir, rating kau akan tetap di 1 selamanya dan gk akan berubah. Masih tetap bot tanggal 14 Nov 24. Bye Concord{Sampah}"
Galih Sukoco,18 Desember 2024,1,Makin kesini makin gajelas updatenya.. buff heroo juga yang gajelas.. Hero lawas ga diup skill or damage nya... Weyy develop kintilidin.. lu yg benrr aja dikit2 update dikit2 update. Gada perubahan berarti juga ngehe bgt
Laura Lumowa,15 November 2024,3,"Bug freeze di mobile legend meresahkan hp tiba tiba ke diem saat main di war teamm tapi pas dikeluarin apk ml ga terjadi apa apa trnyta dri ml saja freezeny ,MOONTON TOLONG DIPERBAIKI"
Mandala Putra,17 November 2024,1,"Mlbb setelah update servernya malah makin eror lag waktu pertandingan berlangsung dan juga di anggap afk padahal sinyal normal, hp juga masih kuat tapi kok suka tiba-tiba crash sendiri gak mau gerak pula. Tolong moonton server nya di perhatikan dan diperbaiki lagi. Dan gak usah bagi bagi skin gratis Mulu, lu benerin match nya dulu, dari jam 2 siang sampe jam 6 sore gw ketemu pulblic gak bisa maen terus. Gw dapet tim poke sedangkan musuhnya udah kaya mantan pro player. Hadeeeh miris"
Iqball,18 Agustus 2024,1,sistem matchmaking yang sangat setara. saya sangat bangga dengan developer dari game ini yang ramah dan tidak kikir dan yang paling penting sistem matchmaking nya sangat SETARA. saya bermain 10 match dan 9 match diantaranya kalah semua saya yakin 1 match yang menang hanya pemanis agar saya tetap bermain. terbaik lah 😁
Krisna Alamsah,27 November 2024,2,"akhir² ini sering ngelag gajelas,banyak orang² main sering ngelag di kira masalah sinyal tapi pas di cek sinyal bagus,ada apa moonton please di update lagi masalah jaringan!!"
Hafizh Irawadi Barus,17 November 2024,4,"Tolong bantu perbaikin bug ini ya, gatau ini bug atau bukan tapi setiap aku main khaleed selalu bakal nge lag banget, padahal udah direndahin kualitasnya nya masih aja ngelag parah. Tapi waktu dicoba hero lain yang grafik skill nya lebih tebel kayak yu zhong itu malahan ga ngelag sama sekali di kualitas yang tinggi lagi. tolong diperbaiki ya"
Azumi Matsumoto,4 Desember 2024,1,Seperti biasa padahal jaringan lancar HP lumayan bagus gua. Tapi kenapa tiba tiba ngefrez. Padahal geser geser yang lain masih oke (seperti geser pas mau idupin kuota)
Yayan Hartawan,11 Oktober 2024,1,"HP saya frame rate layarnya 120 hz Ram-nya 8 Memorinya 256 GB Chipsetnya MediaTek dimensity 6080 , Kenapa HP saya tidak bisa unlock ke frame rate yang lebih tinggi , frame rate mobile legends Saya hanya sampai di high , mohon dioptimalkan lagi , dan bisa mendata HP HP yang baru launching,"
Gaplex U,30 November 2024,3,"Mohon untuk pihak moonton fitur laporkan player saat sedang feed lebih ditegaskan agar tidak mengganggu kenyamanan saat bermain, karena menyebabkan kekalahan"
Ars Shinra,17 Agustus 2024,1,"gw maen ini udah 4 tahunan.. dark sistem dimana mana,malah barusan 2x mact gabisa masuk .. sampai star gw ilang, terus di dalem game tiba"" berhenti semdiri, padahal sinyal hijau.. saran saya mending di perbaiki .."
Muhamad Irfan,14 Desember 2024,1,"game sampah banyak drak sistem/ bot , tolong lah kalo maen solo tuh di atur sistemnya maen solo ga jelas tim nya ga setara sm lwn, perbaikin sistem solo nya moonton tolong lah, # MAEN SOLO BIKIN STRESS.!!!!!"
Stive Style,15 Desember 2024,1,"Solo Player 99% lose,1% win (GAME INI DIMAINKAN HANYA BUAT KALAH)... Sistem BAN payah,banyak menimbulkan masalah antara player rekan 1 tim,ujung2nya selama pase ban,pertandingan,diluar pertandingan,hanya saling buli sesama player,saling melaporkan,dan tak pihak MLBB selalu mendukung player yang ban hero teman sendiri,dengan memberi hukuman kepada player yang heronya terkena ban tim sendiri.. Harga recall diluar nalar,200 draw =2000 berlian=kurang lebih Rp.600.000,hanya untuk sebuah item recall.."
Vanessa hayu Larasati,23 September 2024,1,Teruntuk Moonton tolong perbaiki sistem match making tidak seimbang dari segi tim tim saya stak mytik semua playernya lwnnya glory 60++ gk jelas. Skin doang di banyakin gratis tapi drak sistem makin parah gmn gk pada pindah ke HOK game nya aja gini banyak drak sistem
Narta Jaya,7 Desember 2024,5,game nya bagus banget dan seru buat di mainkan cocok buat orang yang darah rendah buat main game ini di wajibkan untuk memainkan game yang satu ini teman teman nya asik ramah ramah dan selalu berdoa buat orang tua agar sukses selalu terimakasih game mobile legends
Wayan Sadri,17 November 2024,5,bagus bgt gamenya sekarang aku udh rank nya master tapi masih ada bug sedikit tapi gapapa yang penting gk terlalu bug gitu😊👍
Ero Al Rasyid,28 September 2024,1,"Server game terlalu berat sehingga nge lag atau macet, terlalu banyak dark system, hero terlalu mahal, perbandingan kemampuan bermain tim dan lawan benar benar tidak adil karena system game menentukan lewat pangkat pemain bukan kemampuan pemain. Terlalu banyak event yang dikeluarkan, namun tidak ada satupun system game yang bisa menguntungkan pemain, GAME SAMPAH."
Luxia,17 Desember 2024,1,"sistem nya rusak? kenapa gua malah di kasih menang kalah terus??? tolong ya, gua capek capek push rank ujung ujung nya juga lose streak parah. rela rela bagadang gua. tim nya gak imbang terus. kecewa karena bukannya jadi game penghilang stres malah bikin stres dan emosi, belum lagi buat hidup gak sehat cuman karena main game ini sampai larut malam karena berharap di kasih kesennangan dan nihil. hapus aja game nya. padahal saya cuman mau cari kesenangan malah semakin stres."
Akbar Oji,10 Oktober 2024,4,"sebenarnya gamenya sangat bagus,saya tidak masalah jika bertemu dengan teman tim yang egois dan tidak berkontribusi bekerja sama dengan tim, Tapi yang saya sayangkan ketika sinyal saya mengalami gangguan dan saya tepaksa harus keluar dari game,itu bisa membuat kredit skor saya berkurang. Saran saya ketika player mengalami gangguan sinyal, alangkah baiknya tidak dikurangi kredit skornya,misalnya setelah saat menyelesaikan pertandingan ada laporan ganguan koneksi atau jaringan. Terima kasih🙏"
Nayaka Ghani,11 Desember 2024,4,"Tolong min, perbaiki masalah jaringannya masalahnya setelah main ping bagus TPI didalamnya game sangatlah ngelag padahal sinyalnya hijau,saya minta tolong kepada ADMIN MOONTON untuk memperbaiki sistem jaringan agar tidak terganggu ketika saat bermain Terimakasih"
Firnanda Ardianta,4 Desember 2024,4,Game ya bagusss. Enak main'kendala kadang di jaringan turun sendiri pdhal udh ditmpat ful jaringan. Saran saya tolong jangan kasih teman yang bot/darksistem. Klo bisa fair lah . Kasian udah berjuang dikasih teman/darksistem terus menerus . :)
Adelia 77,3 Desember 2024,5,"Game nya baguss, bikin semangat lagi yang awalnya lagi bosen sekarang udah ga lagi, makasih moonton, tapi maaf kalo lagi lag, update lagi dikit yaawww makasih🙏"
Asril Tanjung,28 September 2024,1,"Tolong perbaiki dalam pemberian team nya, kalo main dapat nya dark sistem terus. Harus nya kasih team yg sesuai dengan kemampuan kita, cape main solo dapat tim gak guna.Ditambah lagi itu tiba tiba ngelek kenapa ya? Ada big nya kah? Padahal jaringan nya bagus. Tolong diperbaiki bug nya. Sama pemain nya ."
manar ez,23 November 2024,1,Saya kasih 1bintang saja game ini sangat buruk bukan buruk dari grafiknya tetapi buruk dari mactmaking nya mohon di perbaiki masa saya lose10× di biarin begitu saja banyak dark sistem dari orang random/publik jadi mohon di perbaiki
Desi Serina,10 Agustus 2024,1,"Game nya gak jelas, setiap kali main rank selalu ngeleg, saat draft pick di detik-detik terakhir ngeleg tiba tiba malah login ulang😒 tolong diperbaiki, pantesan pada pindah HOK, udahlah moonton kikir, dapat tim gak jelas lagi, apalagi lebih lancar HOK😒😒"
Ali Rahmad,1 Desember 2024,1,"Hai kawan"" hati"" si monton ada dark system ,top up diamon pasti kamu menang terus ,monton tidak adil dalam permainan, monton pembohong besar ,bagus kalian bermain HONOUF OF KINGS itu lebih bagus permainan nya daripada game ini"
Rully Prasetya,27 November 2024,1,"Pengalaman game matching paling buruk.....settingan troll ga ada obat...yg blm download mending ga usah aja .,.recomend game lain sih.....nyesel doank..,lag njir ga jelas bgt sih. Top up diamond seperti penipuan...ga bakalan dapat skin. Banyak yg pake mod cheat jadi ga seru...kalo mau main mending pake cheat. Tambah lagi kok bisa 1 tim mage murni ada 2 player apa system troll?"
In Dra,20 November 2024,1,Sumpah bikin kesal kalo gw pakai hero favorit pasti tim nya draksistem kalo tapi kalo gw pakai hero yg gak pande malah dapat tim kadang bagus kadang draksistem jadi gw coklat
Farel Septi,28 November 2024,2,"game apa ini, saya main rank , jaringan padahal bagus , tiba tiba keluar sendiri dan belum semenit udah kalah katanye😑"
Nabila Nabila,6 September 2024,4,"sistem matchmakingnya tolong diperbaiki lagi dong,yg lain uda bagus cuma kurang matchmaking aja klo bisa kasih tim yg cara mainnya setara sama kita bukan malah dibawah kita,klo gini caranya kalah trs yg ada mah. pas main classic menang tim nya oke tpi pas rank timnya knp malah kek baru pertama kali main,hadehh"
Antonius Saalino,4 November 2024,1,"Setelah melakukan update aplikasi yg terbaru, saya selalu mengalami lag saat berada di in game, sinyal selalu naik turun, ping nya pun naik turun dan ini sangat menggangu pengalaman saya bermain. Tolong pihak developer untuk memperbaiki masalah ini"
Computer 02,7 November 2024,1,"MOBA TERBUTUK YANG PETNAH SAYA MAININ,saya tau ini akan sia sia karena tidak akan di tindak lanjuti. 1. Masalah tim/sistem pertandingan, masalah yang paling di bicarakan di ml ya di kasi tim kaga bener, Sedangkan musuh Jago Banget, Udah capek capek GENDONG TIM eh malah kalah, karena tim kocak.2. Jaringan, Saat main itu padahal sinyal di mlnya hijau tapi kok patah-patah?,eh tau taunya tiba tiba ada di turet musuh, padahal kauta ku bagus, Nonton tiktok lancar ga ada ngelag. MAKIN MAJU MAKIN BURUK."
surya official,20 November 2024,1,Scammer hati hati dengan game mobile lengends bug bug ( kikir) pengguna bisa strees dan gangguan jiwa tidak rekomendasi kan buat bocil esempe dan setrus.
Aji Melviano,13 November 2024,5,"Mobile Legends makin parah saya lihat,sinyal udah bagus tapi pas pertandingan malah lag,Rank,cs,Brawl pun parah,biasa nya ga kayak sekarang,dulu bagus""aja,sekarang kok gini,perbaiki seperti semula moonton,biar kami""tambah enak main nya,saya ngasih bintang 5 karena saya suka bermain ML ketimbang FF,semoga Moonton liat komentar saya,pulihkan kembali seperti semula moonton,biar kami""seru main nya,mksh moonton🙏"
Kalis Harfian,6 Desember 2024,1,Tolong dilihat sistem sinyal/jaringannya saya maen lag mulu padahal wifi sinyal bagus game 1m download kok kendala sinyal
Iseu Yulianti Priadi,31 Oktober 2024,1,"bagus, seru dan juga menyenangkan tapi.. minus nya boleh gk dark sistem nya di kurangi saya udah nangis beberapa kali gara² mlbb doang karna saya udah gendong² tapi tetap saja kalah kurangin dong masa kalah terus lucu ya?? lama² saya hapus juga game nya kalo masih kayak gini tolong kasih musuh sama tim yg adil"
ANNUR DZIKRUH PUTRA,30 November 2024,1,"Kenapa sinyal nya sering ngelag sekarang padahal sinyal aman aja menggunakan wifi buat youtube 4k pun aman tampa jeda buat main ini kek orang bego ngelag"""
Ramdhani salim Danil ganz,5 Desember 2024,5,Mohon maaf gem nya GK kek dulu saat saya download data trs udh semua masih di suruh download yang had dan yang baju yang area tempur dan suara juga jadi penyimpanan saya terganggu dulu pas blm kek gitu lancar jaya
Wan Alfi Syahri,4 Januari 2025,1,"Moonton ples hilang kan dark sistem di game mlbb ini, capek saya losetreak terus di ranked, kalau buat game itu yang adil napa moonton biar player nya tidak kecewa, kayak gini saya sangat kecewa sama moonton, saya selalu losetreak terus dan selalu dapat tim gak jelas dan tim lawan jago semua dan saya asal lagi war malah nge lag sendiri, hadeh moonton moonton. Game mlbb adalah game paling gak adil di sepanjang sejarah. 👎👎😤😡"
wawan 8code,7 November 2024,1,apa apaan ini lagi di in game ranked keluar sendiri loding screen lama bgt. di paksa afk 2 menitan posisi lagi winning jadi lose. gak rela hilang bintang gara2 game masih cacat.
Haris Yusnedi,19 September 2024,2,"Game seru dengan banyak hero dan skin,, tapi kenapa setelah update game nya gk bisa login (dibuka) tolong diperbaiki agar saya bisa main mobile lengend lagi sebenernya game nya seru tapi itu yg membuat saya tidak bersemangat lagi dan semoga bisa diperbaiki"
Ahmad Berkah,8 Desember 2024,1,"Game kocak masak menang dikit langsung kalah banyak game kocak game kocak jangan pernah download game ini nyesel gua, mana penyimpanannya gede pokoknya jangan main game inilah sistem nya gak pernah adil."
Rizki Aramiko,3 Desember 2024,5,Karena gamenya hebat dan sangat enak untuk dimainin dan tapi saya berharap untuk mode offline pelatihan Al dibuka plis moonton baik plis Itu saja terima kasih kepada moonton
