name,date,star,comment
M'Akmal Hanafi,26 Oktober 2024,5,"Kenapa harus mengunduh sumber daya yang ""diperlukan"" jika ingin menyelesaikan misi tutorial. Saya sangat menginginkan hadiah starstone dari misi tutorial tersebut namun saya dipaksa harus mengunduh terlebih dahulu. Saya hanya memiliki RAM 2gb dan udah terisi 1gb dari aplikasi lain. Saya juga selalu bermain di fps bawah 20"
Andre Septian,31 Oktober 2024,1,"Tetep lag, padahal download lancar 1-3mbps. Youtube sama semua sosmed juga lancar jaringannya, tpi pas main ini selalu lag, drop fps, drop ping. Dan itu bukan ke kuning, tpi langsung merah, 200-300ms. Fps sama, langsung 0 sampe 10fps"
Ikhwanus Syafa,20 Oktober 2024,1,"Banyak banget botnya, 10x main tim gw bot semua, pembagian match - nya tolonglah lebih adil, berasa lawan 9 orang gw dan masih sama sampai sekarang. Kok makin parah, 4x kalah 1x memang, begitu terus udah hampir 10 match, pembagian timnya gimana sih hok, ini beneran di dengerin gk sih, keluhan player u"
Aldi Rivaldo,20 Oktober 2024,5,Gak ada ulasan Bagus Tapi kadang ada bugnya Kek terbang sampai kelangit ketujuh Pergi ke cristal musuh smpai nun jauh disana Dan banyak lagi Tolong kedepannya diperbaiki lgi yaaa min Aku suka kok gamenya cmn kadang suka kesel sama bugnya😅😅 Yang semangat min Banyakkin player indo Dan juga skin gratisnya Oh ya satu lgi min Jgn suruh saya turunin grafiknya Soalnya hp saya ROG Gk akan mungkin lag Ada yang salah di sistem gamenya
Pandawa reksa,19 Oktober 2024,5,"Keren sih ini game, ada satu hal penting tolong sinyal di perbaiki, masa iyaa wifi full sinyal merah masa iyaa pake data sinyal full patah"" tolong di perbaiki kesalahan itu terima kasih tambahan 1 lagi ini honor of king dah moba paling keren sih ML kalah kalo menurutku, yang terpenting jangan bikin player HOK kecewa ya developer, I will always support"
Gede Yoga Pratama Anugerah Dewata,17 November 2024,1,Game yang ini tidak di sarankan untuk hp ram 4 kebawah...didalam game fpsnya bisa sampai 0..patah patah luar biasa..ni yang katanya mau ngalahin ml??jngn harap...untuk hp ram 4 ml masih bisa berjalan dengan lancar
dexsa triiadmadja,24 Oktober 2024,1,perbaiki bug yang ketika lagi war malah ping jadi kuning dan merah. padahal wifi dalam keadaan stabil. sengaja ato gimana? kan user jadi kesel kalo kek gini mulu.
Raden mas Surya,31 Oktober 2024,2,Game dri segi grafic nya udah bagus semua tpi dalam pembagian tim itu gk adil main pertama kalah mact berikut nya dapet tim bagus mact berikut nya di kasih drak sistem begitu dan seterus kaya. Sebeuruk buruk nya ML masih mending walau pun dri segi mekanik ML masih kalah.. perbaikin lgi dari dri segi membagian tim nya. Kebo~giro
Aljihad YD,1 November 2024,4,"Game bagus, visual, musik, gameplay asyik. Tapi tolong.... benahi hero Marksman bernama Alessio... Saat dia lompat di udara, masih bisa kena stun atau CC yang di darat, gmana bisa? Tolong benahi, dan semangat!"
Briell Gattes,6 November 2024,5,"Game nya bagus seru lebih dari sebelah. Tapi 1 masalah aja, itu tolong pisahin Player Philipina beban dan selalu ada di tim klo campur sama random. Semoga makin rame disini HOK, ditunggu fitur2 HOK China diterapkan di HOK Global."
Yusuf Peolin Yusuf,28 Oktober 2024,2,terbaik bugnya sinyal baik lagnya game luarbiasa parahnya nyesel top up...aku kasih bintang 2 aja masalahnya ni game banyak kurangnya namanya buatan cina tu imitasi ga ada bagusnya. game merugikan. game imitasi...ngikut game lain..game palsu..game mo ba terburuk
raja Aceh,23 Oktober 2024,1,gem nya jelek banget saat gue mau tadi aku afk seben tar karena jaringan nya kurang bagus lalu gue masuk lagi ke dalam gem nya lalu loding nya lama banget pas mau 100% Balik lagi jadi nol gue tunggu ber jam jam gak masuk sampai gem nya udah kelar baru bisah masuk
Falah Shofwansyah,26 Oktober 2024,1,"game ga ada otak matchmaking nya kirain lebih bagus dari pada mobile legends taunya sama aja malah lebih parah, di kasih temen anak tk baru megang hp semua lawannya udah kyk proplayer. ngotak dikit lah jadi developer gimana mau nyaingin mlbb kalo gini"
Ilyas Ramadhan,20 Oktober 2024,1,"Setelah update matchmakingnya semakin berantakan, kenapa bisa saya bertemu teman yang ranknya jauh dibawah saya, sedangkan musuh ranknya sama. Tolong diperbaiki"
Juan Sitepu,18 Oktober 2024,5,Ini game bagus banget grafik dan lain lain tapi kok Masi banyak bug ya tolong dong di pertimbangkan Masi ad bug yang meresahkan di in game nya
Galuh Dhiya b,1 November 2024,1,"Maaf rating jelek karena game ini sangat tidak adil, karena banyaknya akun anomali/bot di tier tinggi (Master-Mythic) yang SANGAT MERUGIKAN PLAYER, padahal masalah ini sudah lama tapi tak kunjung di fix oleh developer seolah-olah developer acuh dengan masalah fatal seperti ini. Akan sangat sulit bersaing dengan moba-moba lain jika matchmaking gamenya masih sangat buruk seperti ini. Saya harap developer segera memperbaiki masalah ini. Terimakasih"
Farel,19 Oktober 2024,5,"gamenya udah bagus, banyak gratisan. tpi masalahnya suka tiba tiba ngelag gajelas padahal jaringan stabil, winstreak saya pecah karna itu. tolong di fix!!"
Rahfi Faisal,15 Desember 2024,1,coba aja dah sendiri kalo kuat maen game nya . kalo party gpp lah masih mending . tapi ketika maen mach SOLO . nah rasainlah penderitaan nya . WS 5x masih mending . absurd dah team nya . gua sampe uninstal game nya .
Arvandy Z3m,28 Oktober 2024,1,"Game tidak seimbang😠😠😠. Ada banyak hero di hok yang efek cc nya sangat lama, itu sangat mengesalkan. Selain itu, damage pada hero mage terlalu besar. Tidak ada item yang dapat menangkal damage mage. Tolong diperbaiki game ini😭😭😭. Dan juga ukuran Game terlalu besar."
Lidiya Safitri,27 Oktober 2024,1,"game rusak kebanyakan dark system edit: ayolah kalau ngasih tim yang bener masa iya tim gua isinya kayak orang yg gabisa main, tapi tim musuh jago gitu, pusing gua main nya kayak gak adil gitu, gini amat Player solo"
MUHAMMAD FRT,18 Oktober 2024,1,"Ini sudah ke 4 kali ny saya protes dengan game ini, apa apaan ini? udh 12 kali saya sudah kalah berturut-turut cuma karna sistem pick, saya terus menerus mendapatkan tim yg sngt ampas!!!!, bahkan sangat hancur dalam bermain, saya bermain solo terus menerus ttpi tidak ad hasil JUSTRU SAYA TERUS MENDAPATKAN MVP, TAPI TIDAK DENGAN TEMAN TIM SAYA YANG SANGAT MINES.!!!!begitu jga dngn bermain dengan teman......!!!!! Tolong tanggapi dan proses Dev....... Sekian... Dari penggemar game hok... -_-....!!!"
Agim Glader,27 Oktober 2024,3,hok ini sebenernya game enak yaa game seru cuma dari kualitas sinyal nya perlu yang nama nya di perbaiki lagi ketika saya bermain menggunakan wifi itu sinyal nya ngeleg banget mohon di perbaiki lagi game hok ini alias HONOR OF KINGS sementara saya kasih bintang 3 dulu deh
Nauval Bano,29 Oktober 2024,1,"Kenapa semenjak update fps saya selalu drop di angka 1 sebelumnya tidak seperti itu saya memainkan game MOBA sebelah juga tidak drop fps lancar lancar saja,game game lainnya juga lancar ada apa ini tolong di stabilisasikan kalau begini orang orang akan pindah game dan pensiun"
Danis Irhas asyadulloh,12 November 2024,3,"Reputasi milih yang sepi asli padahal di rumah dikiranya di jalan raya emang rumahnya disitu,nih level infi kadang pilih yang ini itu ngga di cek dulu apa yang salah untuk kondisi barang bagusnya untuk lingkungan"
Desarchen1122,3 November 2024,1,Saran saya yang mau download mending mikir lagi nih game banyak botnya saking sedikitnya pemain di kasih bot tiap match jadi pikir pikir lagi ajah buat mental lu pada sorry ya game ke gini walaupun seru+banyak skin tapi di kasih tim bot terus bukannya seru tapi malah bosan
Dionly Repi,16 November 2024,2,"cape cape ngepush, bukanya naik rank malah lostreak, dark sistem teros vangke, rank di atas bintang 50 tapi playernya aneh semua, entah dari pelosok negara mana semau playernya.. tolonglah di sesuaikan sistem matcmakingnya"
Mr. 16,21 Oktober 2024,3,"Overall bagus, cuma tolong perbaiki bug kalo abis screenshot suka delay, sampe terus2an notif apk tidak merespon, klo gk diclose malah terus2an muncul"
Ani Sumiatun,24 Oktober 2024,4,"Huhh bagus game nya dan hero enterance tapi kebanyakan data nya sampe 7,89 GB itu pun belum download data semua wah gila dan saya kira ngak ada drk sistem adil ternyata parah nya dari ml tapi bagus saya suka dan tidak pelit saya mohon hilangkan dark sistem dan turun kan mb data yg di download mohon baca min"
Igun Gunawan,24 Oktober 2024,5,Hallo pengembang aplikasi ini kenapa ya sama aplikasi HOk saya ini terjadi di user hp saya redmi note 12 ... Saya buka aplikasi lain lancar kuota masih banyak tapi pas buka HOk sinyal turun restart lagi restart lagi ? Tolong untuk informasi nya
iwak tuna,24 Oktober 2024,5,"lucuu bangettt sama yang ngasii bintang 1-3, alasannya ga masuk akal. yang tier nya ga sama lah, tim nya dark sistem lah. itu bukan karna tier atau tim nya, lo aja kali yng mainnya ga serius, dan lo mainnya cuma asal asalan doang. padahall yaa ni gamee enaa, own nya ga pelitt, teruss efek skin dri game ini pun baguss, detail juga. ga kaya di sebelah, uda kikir, pelit efek juga, masaa skinn mahall efek nyaa kayaa skinn elit, knpa gw bilang ke gini? krnaa gw jugaa mantan player mlbb dan itu fakta."
Caca Antonie,22 Oktober 2024,1,"benci banget, udah lama ngga login sekitar 3 mingguan eh pas update malah ping gajelas, padahal dibuat nonton tv andro atau main moba lain juga lancar aja. memo? ruang kosong masih ada 40gb, jaringan? aduh jangan ditanya itu mau dimainin rdr juga bisa. kurang apa?"
Kaizho 27,22 November 2024,1,"Match ga seimbang dari draft pick pada ga ngerti mana hero untuk counter musuh. Selalu aja tim sendiri beda jauh sama tim musuh. Sama slot banned hero tambahin, dua doang ga cukup"
Endhiko Firmanda,13 November 2024,5,"Gamenya sangat mudah, meskipun keseimbangan match 50:50, efek skill yg ditawarkan juga memuaskan, harus bener bener bermain clear lane, lengah tiba tiba tower dah ancur permaiinan mesti 5v5 sering sering ganking bersama"
Henri Herdiansyah,21 Oktober 2024,1,"Ga bener sering kali kalah karna dapet room yang pemain nya asal pilih di bagian Clas lane malah pake mm kadang juga dari musuh sama , jadinya kalah mulu cape niat mau push malah di trol mending jangan download kena mental trus buat apa dari awal di bikin pilih role dulu kalo asal pake hero yang bukan buat di lane tersebut"
Diao Cha,1 November 2024,2,"Fix masalaha download nyabtolong, tiap update mau download data di dalam selalu kbs g jalan pdahal wifi+seluler.tetep relog berkali kali gak mau juga kedownload."
Zero Afrizal,17 November 2024,2,"Gamenya bagus,sistem reportnya bagus cuma tolong yang coba hero di rank, kasih pembatas agar tidak bisa coba hero di rank, soalnya menyusahkan team kalau dapat, terutama player Philippines"
Novi Nowvi,27 Oktober 2024,2,"Ruang penyimpanan kosong ,karena hp baru,tapi ketika di mainkan delay dan lambat, apalagi sinyal full bagus.tolong dong perbaiki.ram masih tersisa banyak"
Ali Fatihrizki,1 November 2024,1,Masalah hilang nya unduhan data setelah di selesaikan di dalam game masih terjadi ketika login ke dalam game menguduh dari awal lagii mengapa belum di selesaikan sampai sekarang!!!?
KABILASA Ardy,19 Oktober 2024,1,"Main hanya bisa melawan dark sistem, dan semua sudah di atur oleh sistem, kecuali main menggunakan cheat, dan saat melawan orang sungguhan, mereka menggunakan cheat, dalam game ini tidak ada kemenangan yang adil karena semua sudah di atur oleh sistem"
Yudi Wiranto,31 Oktober 2024,1,sangat buruk pemilihan team yg sangat buruk percuma bermain dengan bagus jika di kasi team yg tidak sesuai negara dan cara bermain yg buruk game ini baru saja di rilis tetapi sudh memberikan kesusahan bermain maaf saya beri bintang 1 karna game ini sudah sangat buruk
Dian Dian,9 November 2024,1,"Kenapa ya saya tidak login selama seminggu trus mau maen lagi tapi kok dimulai dari awal ?? Dan ketika saya ingin kaitkan ke akun FB saya kok gak bisa, alasannya terjadi kesalahan! Maaf sebelumnya masa kita harus ngulang lagi dr awal? Apa emang begini ya game HOK cara kerjanya? Kita harus maen tiap hari, kalo gak maen beberapa hari kita harus mulai dr awal lagi😏😏😏"
adi ganjar,6 November 2024,5,"Setelah masuk tier Rank Master apapun alasannya, cari match lama 1-2 menit, hero mulai jalan lambat, mulai nge Lag sebelum kristal hancur, kalian susah dpt posisi Farm lane, Tim kalian kurang kontribusi, EXP lawan keras, Farm lane lawan dikawal terus, kurang objectiv, jgn main solo Jika tdk ingin itu terjadi . Semoga segera di Update"
Iqtiar Yudha,31 Oktober 2024,3,"beberapa minggu lalu saya rate bintang 1, sekarang ada peningkatan, tapi saya masih sering ketemu team yang beban, main seperti bot dan suka nyuri monster yang bikin jungler terasa dirugikan. Terima Kasih"
Sastra W,20 Oktober 2024,2,Gak terlalu suka game ini... Para betul kalau udah menang solo 3 atau 4 kali nanti di kasih teman tim betul2 noob persis kayak boot Kayak udah di setting sekian rupa agar akun drop...
p_ nuryasin,31 Oktober 2024,2,Ayolah min kita kesini buat pelarian kita kesini buat hiburan dari game sebelah ehh sama aja malah dikasih kalah kalau sama sama bikin setres ya ngapain juga pindah game saran supaya game nya laku kasih lah menang kalau sama sama bikin stres ya kita di game sebelah aja apa lagi kalau baru login udah dikasih kalah sekian lama loh gak login mikir dikit lah minn
Farel Maulana,1 November 2024,1,Oi admin ini knp dah hok ny padahal dulu bisa grafik bayangan skrng kgk bisa nge bug apa gimana sih bjir lah tolong perbaiki bug ny udh ku setting rata kanan tpi shadow ny gk muncul
Haryati Haryati,26 Oktober 2024,5,Aku suka banget game nyaa tapi biasa nya nge bug jadi kotak kotak dan tombol nya sering gak keliatan tolong di perbaiki sedikit yaaaa
Nytte Zandroto,19 Oktober 2024,1,"Game haram yg pernah gua download, kirain bakal bagus dari pada MOBILE LEGEND BANG BANG, malah lebih buruk, gak bisa beli herolah, Match lama banget, tim tolol semua, mau main dilane yg lain gk boleh, bug juga banyak, nazis ini game, saran sih di uninstall aja ini game... Game babi.."
Aditya Anada Marchasan,3 November 2024,3,"Overall sudah bagus. Tapi sangat disayangkan 80℅ hero tidak menarik. Saya harap game HoK ini, akan menghadirkan hero-hero yang memiliki penampilan seram & kejam namun bukan dengan nama cina."
Atqo Muqtafa (4TQ0),3 November 2024,1,"minionsangat kuat,terutama super minion, tidak masuk akal,debuff minion,kurangi max hp minion juga damage minion diperkecil agar player tidak mati saat clear minion,juga KRISTAL SANGAT TIPIS UNTUK MINION SEKUAT ITU, JADI MOHON BUFF MAX HP DAN DAMAGE TURET DAN DEBUFF MINION PLISS, ★1, juga gamenya tetep aja banyak feeder, liat baik baik, feeder juga banyak bahkan tidak kalah dengan game sebelah,bahkan malah lebih banyak dari game sebelah"
Raw Urus,20 Oktober 2024,1,"Dengan size yang bengkak itu tidak sepadan dengan apa yang aku terima. ping drop ( jaringan terlalu lemah buat main HOK ), dark system yang tidak adil. setidaknya ada versi HOK lite kaya PUBG lite"
Gek Wanda,6 November 2024,5,"Game nya sangat bagus dan mekanik nya sangat seru, bagi saya kurang nya yaitu di histori pertandingan nya saja semoga kedepannya histori pertandingan di update menjadi lebih bagus lagi"
Farel Farel,24 Oktober 2024,1,"Game sampah match making 11 12 sama ml GK ada yg sama ranknya kocak bener nih MOBA minimal kalo ngasih tim sesuai rank lah tolong terus juga fpsnya sekarang sering ngedrop Mulu, Tolong perbaiki fpsnya juga biar player lebih nyaman"
Akmal Faiz,22 November 2024,4,Game HOK emang Bagus bangettt Apalagi Banyak Event Yang gratisan Wkwk Btw Kalo bisa tambahin lagi dong event gratisan nya Level Infinite Karena Gw Bener Bener Suka nih game 🔥🔥 Oh iya Ini Ada satu masalah Kenapa Ya Hp Gw Kok GK bisa set grafik Tinggi Padahal Hp Gw bagus Dan Spesifikasi Nya memungkinkan Untuk Setting Grafik Tinggi Udah sih itu aja Selebihnya Baguss🔥
Sandra Saputra,28 Oktober 2024,2,"Game babi, Masa main solo di kasih server sama orang yang mabar, Kan kocak, Mana team musuh jago, Team gua tolol semua, Aneh aneh, Di mobile legend, Rata rata kalau main solo di pertemukan sama pemain solo, Puluhan match main tetap sabar ketemu team yang tolol, Stuck Mulu, Kalah, menang, Tolong lah perbaiki lagi ini sistem matching nya, Kasih team yang seimbang gitu lho, Biar main ini kayak seru"
ユスリカバハルッヂン,21 Oktober 2024,3,"Yang benerlah, masa macth gw di gabungin sama akun kecil, sedang musuh full akun lama gila kali... Akun kecil kan masih rada dongo buat baca susunan team sama baca map. Benerin lagi dong klo emang gak ada Player lagi ya di 50 50 jangan berat sebelah gila...."
R I Z K T,24 Oktober 2024,1,"Kontrol nya benerin anj,terus bahasa nya juga gak usah sok asik dah jijik bet, mending baku aja daripada bahasa kek gitu malah bikin pusing,terus lebih sering ketemu bot dibanding player asli,sekali nya ketemu player asli tim sendiri mainnya pada tolol, sedangkan musuh jago jago semua, tolong lah matchmaking warasin lagi! ,gini yg katanya game lebih baik daripada ML? Koar koar di iklan doang asli nya sama aja kayak ML,malah lebih busuk sama buruk daripada ML 🥴"
Aswin Sohir,14 November 2024,2,Tolong untuk hero tipe mage agar acc/stun ya di persingkat khusus nya mosi. Masa kalo kena acc hampir 10 detik gak gerak kan tololl.
Angga Junianto,8 Desember 2024,1,Setelah main cukup lama dan menghabiskan banyak waktu luang bisa disimpulkan bahwa ini game jauh lebih buruk sistem W/L daripada game sebelah dan lebih banyak L nya dibandingkan game sebelah.. sistem report mengenai matching yang tidak adil pun juga sia2 dan kurang ditanggapi oleh developer game. Kalau gini terus saya prediksi ini game semakin ditinggalkan oleh para pemainnya apalagi di region Indonesia kebanyakan adalah pemain solo (solo rank) terima kasih sudah menemani dan membuat sakit hati
azam jamiatul huda,12 November 2024,1,"sistem report yang menjengkelkan, ketemu tim buta map, midlane tidak pernah rotasi tapi malah fapet mvp, cape cape pertahankan turet malah report minus 9, sistem lol. game makin sepi sistem lol."
Jundi Alfarikhi,3 November 2024,1,pesan untuk developer tolong dengarkan permasalahan yang di alami player jika ingin game nya maju dan berkembang. jika tidak mendengar permasalahan player jangan berharap game ini bisa mengalahkan moba laimnya...
setya ningrum,31 Oktober 2024,1,"Tolong ya min, dark sistem nya banyak banget. Kadang udah direport gitu tetep ga kena, capek main ga ada impact apa-apa."
Gabriel,21 Oktober 2024,1,"Tolong perhatikan orang yang memakai hp Spek Rendah, Agar tetap lancar bermain HoK... Tutorial terlalu berlebihan mungkin bisa lebih di sederhanakan..."
Muhammad Ibnu Arifin,2 November 2024,1,"Sumpah game moba paling gak jelas, main party atau solo gak pernah WS, apalagi perbedaan tim sendiri sama lawan jomplang jauh, mana sering ketemu BOT di tim sendiri lagi, yah gak heran sih kl game ini sepi"
kaito shi,23 Oktober 2024,5,"Saya kasih rating b5, yuk lah dev banyakin lagi updatenya kaya efek game atau notif kill yg lebih di meriahkan lagi biar rame keliatanya supaya ga datar dan juga efek recal lebih di jreng kan lagi, untuk grafik yg lainya udah bagus untuk efek skill hero sangat mantap, tpi boleh lah lebih di optimalkan lagi untuk hp kentank seperti saya ini user mediatek g36😂 ram doang gede 8gb, trus lah berinovasi yahh admin/developernya semangat🤟🤟🤟"
Ryo Hidayat,18 Oktober 2024,1,"game g jelas, lebih parah dark sistemnya ketimbang yg sebelah, unggul di event gratis banyak aja. Pensi aja playernya semua biar rugi ini game. Masa old Player match sama yg akun baru belasan match, malah feeding,sistem ban yg cuman sedikit,gw g afk kena ban 2 menit ampun dah apus aja klo sistemnya masih kayak gini. Jauh bgt sama AOV yg jelas2 saudaranya"
ALIF SUKARDIN Alif,24 Oktober 2024,1,Tolong dong kalo ada team afk bintang nya jangan - mana hukuman nya cuma -4 giliran gk sengaja afk padahal posisi menang -13 mau nya apa ni game gw afk juga gr gr mati lampu -13 ada loh player afk dari awal hingga menit 10 - 4 doang udah drag pick gk jelas kalo ada yg beban di kotak sampah
Adi Eka,1 November 2024,1,"Bug nya sungguh terlalu, saat ranked pasti jaringannya merah,.. begitu saja yang disalahkan pemainnya... Tolong segera perbaiki bug nya"
Diaz Alfa,9 November 2024,3,"Game nya bagus event nya baguussss, tapi KECEWA BERAT saat update 25 September, data game jadi hilang semua, harus donlod dari awal lagi, ndak kaya game sebelah *******"
Budi Prasetyo,19 Oktober 2024,5,Kenapa aku selalu dapat dark sistem ketika aku mau naik rank i ini udah hampir yang ke 8 kali aku sangat kecewa ini nick name ku Rezzoit'sGood. Semoga kalian memperbaiki game ini lagi🥲
Davien,17 November 2024,1,"Bagi timnya tidak adil di rank diamond 4 malah dapat tim bot lalu musuhnya pro player, seharusnya kalau kita di rank diamond hanya bisa mabar di bawah pangkat rank kita atau di atas rank kita dan begitu pula semua rank yang ada"
Singgih 2007,30 Oktober 2024,5,"Jujur ini game gk bikin bosen kalo di tinggal main game lain tuh kayak gk bisa lupa ini game, mainin mekanik hero juga enak, bikin ketagihan, gk ribet kayak game sebelah awokawok"
MOIRE AorA,28 November 2024,5,"Kumohon berikan sistem matching yang lebih adil, saya suka game ini, bahkan saya menghabiskan uang saya di game ini, jadi kuharap update kedepannya akan memberikan perbaikan yang lebih baik untuk menghindarkan rasa kecewa"
Naufa 'Adilah,26 Oktober 2024,2,"Kok tiba² keluar dari aplikasi ya, padahal lagi war, tiba² keluar, heronya terlalu underrated, dpt musuh juga ga sesuai sama tim😭"
the catzdog Sonic kitty,27 Oktober 2024,1,"Hukuman untuk player AFK terlalu besar poin nya, Jadi untuk player yang sengaja atau tidak butuh waktu untuk mengisi poin reputasi, dan itu sangat lama. Maaf saya pensiun main HOK"
Very land Joy Siahaan,1 November 2024,3,"Gamenya sudah bagus,akan tetapi perlu di tingkatkan lagi saat pertandingan, sering banget lag padahal Kouta internet aktif dan wifi secara bersamaan"
oni meee,15 Desember 2024,1,"sudah banyak yang mengeluh karena matchmaking yang tidak seimbang,tapi selalu di tanggapi admin untuk melakukan chat pada pemain agar lebih fokus mana bisa bot balas chat,apa jangan2 yang balas semua ulasan di sini juga bot ya.??"
Kiknima Sa,1 November 2024,1,Skin gratisan tapi masih ada dark system gw gak minat main game kalo masih ada dark system Yah babi pls lah developer kasih musuh yang lemah saja lah Biar naim rank cepat Gitu loh pls lah yak ilangin dark system Skin gratisan tapi masih ada dark system Game apa ini? Game skin gratis apa ini busuk nya lebih bagus ml dan.wkwkwkwk gak populer 1 lagi wkwkwkwk saya sudah mengikuti saran dev tapi saya masih stuck di platinum emng gsme asw kikir
Alffa Gaming,27 Oktober 2024,1,"Parah ini game rusak, masa aku login lagi akun gua ke reset dri awal, gema aneh payah gk akn sukses geme kaya gini di indo, masa hrus ulang dri awal, klo ad bintang 0 gua kasih in 0"
Maniacgame 01091990,30 Oktober 2024,2,"Saat saya main kenapa sih sinyal selalu payah2,padahal sinyal saya bagus,saat 10 atau 20 detik selalu berhenti, itu aja selalu gak pernah normal.tolong dong perbaiki,sinyal saya bagus lo"
hanif ardian,30 Oktober 2024,4,"Untuk developer gamenya sudah bagus,dari segi grafik maupun keseluruhan game cuma ada satu masalah lag jaringan dalam game"
reza brewok,7 November 2024,1,"main di ranked aja udah masuk semua, tapi kenapa aku gak masuk ke dalam gemes kalo 5vs5, Clasik bisa semua, permasalahan nya kalo masuk di room ranked."
Jose Loe,18 Oktober 2024,1,"Game bikin emosi, susah naik rank, sudah persiapan skill tapi pas main kog skill nya gak ada. Males main game ini lagi, buang2 waktu saja. UNINSTAL aja !!!"
Mahfuds Dwi N C,20 Oktober 2024,2,Makin kesini makin aneh sempet hiatus beberapa bulan terus balik lagi sekarang mau download data aja nunggu nya lama banget padahal jaringan udah kenceng aneh banget dah
Ryuu,6 November 2024,1,"matchmaking nya tolol bet, kalo mau game nya rame benerin matchmaking jgn di kasih BOT mulu, terutama role roam sering d kasih BOT, dr pd ktemu tmen BOT mnding maen ZUMA, devv ga jelas bkin matchmaking seenak nya..dipikir lgi kalo mau bkin game sukses d indo, pasarnya beda g kaya mainland sana"
Anton Safii,25 Oktober 2024,1,Season kemarin enak main.. Season ini malah banyak darksistem & tim g jelas.. Main gitu naik turun sampai 2-3 bulan... Pancet aja d master...Mending hapus aja game ginian.. Drpd emosi.. G da kesenangan sama sekali.. Tanks
Sofian Fian,20 Oktober 2024,4,Gua suka game play nya cuma kalau update kenapa data nya kehapus / donwload tan yang sudah kita siap kan mengapa di restart Kalau game play nya mantep gua suka dengan ini game
Rahmat Hidayat,15 Desember 2024,2,"mines dari match making yang kurang seimbang dari sisi tim dan musuh kurang semoga pihak developer bikin memperbaiki masalah ini, saya nyerah main ini game ini gara gara public gak jelas 🙏"
ani anisa,18 Oktober 2024,1,gamenya tamba rusak d update ini gak bisa masuk terjadi kesalahan pas mau masuk lagi mala ada peringatan karna sering tinggalkan game atau kluar permainan padahal gamenya yg gak mau masuk tolol gamenya yg sala mala player yg d salahin
Billa 03,19 Oktober 2024,5,"Aku suka sekali dengan game ini tapi sangat menjengkelkan sekali akhir-akhir ini di rank, ada saja setan yang pake Hou yi di Clash line, sungguh menjijikkan sekali karena satu tim dengan makhluk bodoh seperti itu, karena dia bintang ku turun, ku harap pihak HOK bisa mengatasi gangguan seperti ini, karena ini sangat lah menggangu para pemain, kalau bisa pemain seperti itu lebih baik akun nya di Banned selamanya."
erlin setiawan,25 Oktober 2024,1,"game tololl, dark sistem nya parah 317 kali main wr 73%. sekalinya di kasih dark sistem, ga selesi2, trus aja di kasih tim rusak terus. ajing, player rusak rusakk. game fomo! GUE HAPUSS game rusak"
Hendrik Pratama,29 November 2024,3,"Semakin kesini semakin banyak event gajelas, untuk pemakai hp ram minim pasti berat dan ngeframe. Jadi buat hok tolong event² gajelas jangan di perbanyak."
Aldi Pangestu,26 Oktober 2024,1,Kebanyakan dark sistem setiap ranked 4kalah - 1 menang(kasih musuh bot) sinyal putus putus saat match Match matching ngga balance hukuman pelanggaran terlalu ringan makin ingin uninstall Honor of king
Ashep NewbiE,17 Oktober 2024,2,"Pokok nya jangan pernah beli yg harganya 4.500, yg katanya isi nya skin epik,,, gw udh 5 kali lebih tapi dapet nya fregmen doang, nyesel gw, padahal di lihat isi nya skin epik, tau nya dapet fregmen doang,, pembongon"
erwansyah putra,20 Oktober 2024,3,"Setiap kali main rank,tim lawan sangat kuat dan tim sendiri seakan baru main.tolonglah cari lawan atau tim yang setara.bosan kalau main kayak ini terus.."
Lina san,14 Desember 2024,3,Tolong adakan fitur. Jangan ijinkan memilih hero lain selain hero yang di pilih okeh role yang di mainkan. Banyak player yang memainkan hero role mid lane padahal mereka memilih role roamer
Alex Tri Hariyanto,23 Oktober 2024,1,"Maaf saya uninstall, karena machmaking nya sangat tidak ramah bagi solo player... Sering kali di hadapkan oleh player² yg tier nya sudah tinggi. Squad"
Low Budget,19 Oktober 2024,2,Sorry ya gw uninstall tim yg gw dapet lebih tolol dari musuh dan masih banyak hero yg skill dan jaraknya ga masuk akal yg paling penting itu adalah tim yg di tim sendiri
Lalu Arry Tri Laksono,24 Oktober 2024,1,"Sering ada dark system, dan sekarang malah sering force close gamenya.....dan game jd berat dan banyak bug"
Aditya Laksmana,26 Oktober 2024,3,"Makin kesini makin banyak sekali dark system daripada keseimbangan gameplay nya, saya jadi kurang nyaman ketika bermain"
M. Ivan aldiansyah,28 Oktober 2024,5,"Game nya keren grafik nya apalagi nihhh banyak event nya yang gak ngecewain lagii pehh,,, kalok boleh ya masukan dari saya sih bagus lagi kalok honor of king x tranformers one pehhh gilakk 😁"
Ananta Nanta,24 Desember 2024,1,Gua main game damege nya untuk tank ya geli geli anjr udah mati 20 kali kill 1 disampah 30 kali :( tolong ya di perkuat basic attack untuk tank ya
Maz Aw,12 Desember 2024,5,"Buat kalian yg kasih bintang 1 karena dapet tim dark sistem, artinya skill lu pada masih tolol. Nyalahin game nya, harusnya lu yg bisa beradaptasi dan berkembang tolol"
4ldera,4 Desember 2024,4,Game nya makin tambah berat setelah update sering patah patah sudah pake 2 jaringan padahal
