name,date,star,comment,comment_prep
tiah ayudewe,11 November 2024,5,"Bagus sih ni game TPI pas ngeleg jalan sendiri terus hp juga ikutan lemot jir Its okey game seru yg penting jago aja biar ga di katain beban,kroco,ga guna",bagus sih ni game tpi pas ngeleg jalan hp ikutan lemot jir its okey game seru jago biar katain beban kroco
Dika,14 Desember 2024,5,"Game nya bagus banget bjir lah!! Tapi tolong untuk jaringan di optimalkab ya bjir, karna suka lag, terus sistem machmaking nya masih kurang tolong di optimalkan, sama satu lagi, kalo bisa ditambahin map nya biar gk bosen, sama creep nya dibikin lebih variasi",game bagus banget bjir tolong jaringan optimalkab bjir karna suka lag sistem machmaking tolong optimalkan kalo ditambahin map biar bosen creep dibikin variasi
Leon Moli,16 Desember 2024,1,"Pembagian tim yang tidak adil, masa tim lawan ex imo semua, giliran tim sendiri dapet yang bot, suka ngeleg padahal jaringan lagi bagus, tim lawan kebanyakan kompak giliran tim sendiri enggak kompak, matchmaking yang lama giliran mau ngeclaim event malah langsung dapet tim kan aneh, Tolong lah perbaiki montoon bikin lah lawan yang sepadan jangan yang tidak sepadan, cape montoon losestreak terus gara gara tim yang enggak sepadan!!!",pembagian tim adil tim lawan ex imo giliran tim dapet bot suka ngeleg jaringan bagus tim lawan kebanyakan kompak giliran tim kompak matchmaking giliran ngeclaim event langsung dapet tim aneh tolong perbaiki montoon bikin lawan sepadan sepadan cape montoon losestreak gara gara tim sepadan
Suna Iroh,18 Desember 2024,1,"masa gw di ksi musuh yg kg ngotak, menang sekali kalah 10 kali, kan anj bgt, dari tadi gw maen kg ad yg menang sama sekali, udh malah di kasih tim dark sistem, mm nya ada 2 lah g ad jungle, aneh².cape bgt mending gw maen game HOK cape soalnya ama monton di kasih lose track bae najis",gw ksi musuh kg ngotak menang kalah 10 kali anj bgt gw maen kg ad menang udh tim dark sistem mm 2 g ad jungle aneh².cape bgt mending gw maen game hok cape ama monton lose track bae najis
Aufa azizul hakim Hakim,6 Desember 2024,5,"game ini sangat menyenangkan dimainkan, cuma untuk give skin dari moonton kurang banyak tidak seperti game sebelah mohon di pikirkan kembali agar lebih banyak pemain yang memainkan game ini",game menyenangkan dimainkan give skin moonton game sebelah mohon pikirkan pemain memainkan game
awaazhedaaa 123,16 Desember 2024,1,Apalah ini game dikasih lawan yang jago² gua menang pun paling sekali kalah berkali kali naik mitik pun susah tim pada ngetrol saber roam dan masih banyak lagi apalah monton ni lasih lah lawan yang mudah😒,apalah game dikasih lawan jago² gua menang kalah berkali kali mitik susah tim ngetrol saber roam apalah monton ni lasih lawan mudah
Shendy Fly,14 Desember 2024,1,"Game burik, busuk. Untuk developer perbaiki game kau ini. Jgn mau uang nya aja. Byk kali bug nya. GK cocok untuk kelas dunia game ini. Perbaiki kamu bug kamu ini. Anjeng anjeng tolong bagusi kamu, bug bug kamu ini",game burik busuk developer perbaiki game kau jgn uang byk kali bug cocok kelas dunia game perbaiki bug anjeng anjeng tolong bagusi bug bug
Qiana Alisha,30 November 2024,1,"moonton,kenapa saya selalu di beri tim yang buruk,saya sudah punya tim bagus tapi selalu ada saja yang feed dan saya juga bermain bagus tidak feed tidak afk,atau biasanya ada juga yang afk,masuk turret musuh,recal di dalam base,recal saat hp penuh,berkata kasar, menggangu saat saya sedang buff,dan yang membuat saya kesal adalah jaringan yang membuat permainan menjadi tidak menyenangkan karena itu memperlambat game saya dan memperburuk keadaan gamenya,saya pernah afk karena itu.fu*k you moonton",moonton tim buruk tim bagus feed bermain bagus feed afk afk masuk turret musuh recal base recal hp penuh kasar menggangu buff kesal jaringan permainan menyenangkan memperlambat game memperburuk gamenya afk itu.fu k you moonton
Asep Beni,18 November 2024,1,"Kalo bikin sistem yang bener,, gw main mc pake combo apa aja, mau combo mid tier atau top tier juga tetep kalah tuh , dan juga kalah nya sama combo low tier Kalo gak percaya liat history akun gw moonton (Sev Benny)",kalo bikin sistem bener gw main mc pake combo combo mid tier top tier tetep kalah tuh kalah combo low tier kalo percaya liat history akun gw moonton sev benny
Dony Satria,10 Oktober 2024,3,"untuk sekarang sihh ga terlalu enak main mobile legend karna ada bug koneksi, jaringan saya bagus sama sekali tetapi tiba-tiba ngelag-ngelag tolong diperbaiki lagi kritik saya itu aja sih semoga diperbaiki",sihh enak main karna bug koneksi jaringan bagus ngelag ngelag tolong diperbaiki kritik sih semoga diperbaiki
Regtu Ryug,15 Desember 2024,5,"Jaringan tolong donk diperbaiki ,bug parah ini banyak bnget pemain yang Ng cheat jaringan boss, pas war jaringnya suka hilang",jaringan tolong donk diperbaiki bug parah bnget pemain ng cheat jaringan boss pas war jaringnya suka hilang
Ikhsan Putra,9 November 2024,1,"Gw kira hp gw yg kentang, ganti hp bagus ram besar pas main msh ngawur, eh ternyata dicurangi sistem apk nya sendiri, kacau kacau. Contoh ngulti musuh didepan ulti ke belakang padahal udh jelas gw arahin ulti ke musuh. Permainan andil tp sistemnya sendiri yg mencurangi. payah",gw hp gw kentang ganti hp bagus ram pas main msh ngawur eh dicurangi sistem apk kacau kacau contoh ngulti musuh didepan ulti udh gw arahin ulti musuh permainan andil tp sistemnya mencurangi payah
Reynanda Aditiya,12 November 2024,4,aku kasih 4 bintang karena sekarang napa jadi banyak dari sistem buat moonton tolong kurangin dari sistem gua capek main kalah mulu sampe lo streak 24 kali tolong kurangin dari sistem,4 bintang napa sistem moonton tolong kurangin sistem gua capek main kalah mulu sampe lo streak 24 kali tolong kurangin sistem
laxus juviana,19 September 2024,3,"Tolong dong moonton!!! Kalau system matchmaking solo player nya itu disamakan kekuatan dari tim sendiri dengan musuhnya, jangan berbanding 20 : 80, tidak fair, banyak player yg pindah ke game sebelah kalau begitu terus",tolong moonton system matchmaking solo player disamakan kekuatan tim musuhnya berbanding 20 80 fair player pindah game sebelah
Faiz Faiz,19 November 2024,1,"Server gk bener,sebelum main udh tes jaringan dan hasilnya lancar giliran udh masuk match jaringan jelek,ganti wifi biar bagus malah ngebug gamenya",server bener main udh tes jaringan hasilnya lancar giliran udh masuk match jaringan jelek ganti wifi biar bagus ngebug gamenya
Andrianno Fadhilah,5 Desember 2024,4,Ini game sangat bagus ini game juga yang menemani saya waktu kecil tapi sayangnya masih ada bug bug yang Terlewat dan kasih lawan yang mudah mohonnya moonton,game bagus game menemani sayangnya bug bug terlewat lawan mudah mohonnya moonton
M.ABID ALFAHMI,13 Desember 2024,5,Gamenya bagus sih tapi ada masalah soal jaringan padahal jaringan baik pas in game ngelag jadi tolong di perbaiki ya devloper🙏😁,gamenya bagus sih jaringan jaringan pas in game ngelag tolong perbaiki devloper
Raditya D Gunawan,27 November 2024,2,maaf saya buat jd bintang 2 karena sering kursor error saat main dan tidak bisa ketik chat seperti lag ping merah. sampai afk mohon di cek dan di perbaiki ya.thankz...,maaf jd bintang 2 kursor error main ketik chat lag ping merah afk mohon cek perbaiki ya.thankz ...
RzlL. xd,16 November 2024,1,"Tolong bug misi top up 11.11 benerin lagi, aku udah terlanjur top up 500 DM, pas misi event nya udah di fix malah tiket misi top up nya nggak bisa di klaim, aneh lu balikin duit gua",tolong bug misi top up 11.11 benerin udah terlanjur top up 500 dm pas misi event udah fix tiket misi top up nggak klaim aneh lu balikin duit gua
Zaenal Kaliwunngu13,14 Desember 2024,5,Sekarang sudah bagus dari sudah ada wallpaper animasi tapi ada kekurangan nya juga terutama pada saat pertandingan ngelag padahal 4G kedua match terlalu lama bahkan sampai 2 menit,bagus wallpaper animasi kekurangan pertandingan ngelag 4g match 2 menit
Adit,4 Desember 2024,1,"Makin kesini makin aneh,kenapa player sering ditemukan dengan dark system ya?apakah tidak bisa diperbaiki?buat player solo sangat menderita kalo di rank,terlalu banyak dark sistem,kecewa gw,mitic masih aja banyak dark sistem konyol sekali",kesini aneh player ditemukan dark system diperbaiki player solo menderita kalo rank dark sistem kecewa gw mitic dark sistem konyol
Maman 1899,18 November 2024,5,Bintang lima karna grafik mantap dan tolong kalo di epik musuh digampangin yah ☺soalnya aku masih pemula.,bintang karna grafik mantap tolong kalo epik musuh digampangin yah pemula
Habib husain Husain musthofa,10 November 2024,1,"game yang sangat mantap ramah tamah bisa di mainkan berbagai ras,ras manusia kuda,manusia banteng,banteng merah,mantap dah pokoknya banyak sekali anomali di game ini terutama jawa dan sunda pick hero sesukanya saya sangat merekomendasikan game ini jika anda ingin menjadi manusia toxic karena game ini sangat adil contohnya saja saya saya menang sekali terus di kasih kalah 3 kali 3 kali mvp di rank honor saya heran kenapa ada anomali pick layla tapi bisa mati 12 itu saja yang ingin saya ulas 😘🥰",game mantap ramah tamah mainkan ras ras manusia kuda manusia banteng banteng merah mantap dah pokoknya anomali game jawa sunda pick hero sesukanya merekomendasikan game manusia toxic game adil contohnya menang kalah 3 kali 3 kali mvp rank heran anomali pick layla mati 12 ulas
Pengguna Google,1 Desember 2024,1,"Tolong perbaiki bug analog dan bug pingnya. Analognya gak mau gerak padahal sudah di arahin. Wifi di rumah aman tapi ping saya merah, saya ganti pakai data seluler pun sama saja padahal 4G.",tolong perbaiki bug analog bug pingnya analognya gerak arahin wifi rumah aman ping merah ganti pakai data seluler 4g
MR A,28 September 2024,4,Aku suka update dan event yang ditawarkan game ini tapi tolong jangan diper berat lagi dong aplikasi nya kasian memori saya dan ga semua smartphone memiliki memory yang besar apalagi setiap update ukuran aplikasinya makin besar sekarang aja dah tembus 6-7 GB saya juga mau download aplikasi lain tolong update berikutnya mobile legend bisa jadi lebih ringan ga masalah mau skin nya jadi kotak-kotak daripada saya uninstall game ini,suka update event ditawarkan game tolong diper berat aplikasi kasian memori smartphone memiliki memory update ukuran aplikasinya dah tembus 6 7 gb download aplikasi tolong update ringan skin kotak kotak uninstall game
Ach Rizky,18 November 2024,1,Gw gak terima uang gw hangus gw top up cuman buat spin malah gak dpt tiketnya mau nunggu sampe kapan? Sampe eventnya selesai? Trs gw top up buat apa? Plisss ini sih ngerugiin bngt minimal di kasih kepastian kek,gw uang gw hangus gw top up cuman spin dpt tiketnya nunggu sampe sampe eventnya selesai trs gw top up plisss sih ngerugiin bngt minimal kepastian kek
aza abcde,17 November 2024,3,"selalu diberi musuh yg tidak setara, dan selalu mendapatkan defeat padahal permainan saya bagus, dan ini sangat nge-bug sekali, tolong diperbaiki yaa, tpi makasih karna ml satu""nya permainan yg buat sya kecanduan untuk bermain dan satu""nya permainan plg bgs dri semua permainan yg pernah sya mainin",musuh setara defeat permainan bagus nge bug tolong diperbaiki yaa tpi makasih karna permainan sya kecanduan bermain permainan plg bgs dri permainan sya mainin
Juliana Bogar,20 Oktober 2024,1,"Awal sih bagus,menang smpe berkali kali,tapi lama2 malah kalah banyak belum lagi sistem memberikan lawan yang ngga masuk di akal,di tambah jaringan yg di ML suka nge lag,sistem pin yg sellu buruk,,padahal jaringn di aplikasi lain bagus,,jadi males main ML tau gitu dah pindh ke honor ajaa🤧.",sih bagus menang smpe berkali kali lama2 kalah sistem lawan ngga masuk akal jaringan suka nge lag sistem pin sellu buruk jaringn aplikasi bagus males main tau gitu dah pindh ajaa
Joy Somalinggi,15 November 2024,4,"Saya bermain game ini sudah cukup lama , dari game ini saya mendapatkan banyak teman , dan hal seru lainnya , tapi semenjak awal februari sinyal wifi saya saat bermain game mobile legends menjadi jump yang tidak berturan , saya berharap bisa bermain game ini dengan ping yang lancar seperti dulu , sudah berbagai cara saya lakukan untuk membuat normal ping saya , akan tetapi tidak membuahkan hasil , saya berharap saya bisa bermain game ini dengan rasa nyaman tampa sinyal yang naik turun , trmksh",bermain game game teman seru semenjak februari sinyal wifi bermain game jump berturan berharap bermain game ping lancar lakukan normal ping membuahkan hasil berharap bermain game nyaman tampa sinyal turun trmksh
Riama Sihite,26 November 2024,1,Gem nya bagus tepi kalo ngasih musuh ngotak lah bang masa musuh gua kaya mitik sedang kan aku masih epik jadi tolong di perbaiki gem nya iya kalo masih mau banyak yang main ni .sama jaringan nya juga kuran bagus padahal di kampung gua jaringan lancar (dasar gem sampah kaya sampah yang ada di jalanan,gem bagus tepi kalo ngasih musuh ngotak bang musuh gua kaya mitik epik tolong perbaiki gem iya kalo main ni .sama jaringan kuran bagus kampung gua jaringan lancar dasar gem sampah kaya sampah jalanan
See? ZRG,15 Oktober 2024,1,"Sebenarnya gamenya bagus sekali tetapi saya masih mendapatkan kendala masalah Match yang agak mengganggu dengan adanya player tier rendah bergabung ke tim saya, contohnya rank epik dan saya sedang di rank legend... Hal ini mengganggu karena mengganggu tier di game yang rank lebih rendah terkadang kurang pehaman tentang draft pick dan asal-asalan pick Hero ""tanpa berfikir dua kali"" saya hanya meminta Komplain Ke moonton pembuat Mobile legend untuk memperbaiki sistem ranking di game agar Enak...",gamenya bagus kendala match mengganggu player tier rendah bergabung tim contohnya rank epik rank ... mengganggu mengganggu tier game rank rendah terkadang pehaman draft pick asalan pick hero berfikir kali komplain moonton pembuat memperbaiki sistem ranking game enak ...
Ammar Alfaridzi,11 Desember 2024,5,makasih moonton dah ngerayain hari ulang tahun aku dan buat gamenya sangat bagus pokoknya game satu ini bikin nostalgia itu aja sekali lagi makasih moonton buat hadiahnya.,makasih moonton dah ngerayain ulang gamenya bagus pokoknya game bikin nostalgia makasih moonton hadiahnya
Ml Bambang,18 Desember 2024,1,"Game rusak jaringan di dalam game jelek padalhan di aplikasi lain bagus, kalo ngasih tim yang bener lah masak di kasih tim yang suka ngtroll, kalo ngasih tim yang bener monton",game rusak jaringan game jelek padalhan aplikasi bagus kalo ngasih tim bener masak tim suka ngtroll kalo ngasih tim bener monton
Eits Hehe,22 November 2024,1,"Sumpah demi apapun makin ke sini game ini makin tidak masuk akal, terutama persoalan tim yang tidak pernah adil atau sebanding dengan musuh ibaratnya warior vs glory, kita di kasih tim warior terus dan musuh glory terus, ini adilnya dimana? Apakah sistemnya tidak mampu atau tidak bakalan mampu? Dan persoalan jaringan yang tiba2 ping saat war sementara sinyal dan ponsel sudah memenuhi kapasitas masa masih ping pada saat war? Ini bukan lagi soal sinyal dan ponsel melainkan game itu sendiri.",sumpah apapun game masuk akal tim adil sebanding musuh warior vs glory tim warior musuh glory adilnya dimana sistemnya jaringan tiba2 ping war sinyal ponsel memenuhi kapasitas ping war sinyal ponsel game
Nabila Rahayu,15 November 2024,1,"Sistem nya perbaikin, player saat match making dapet role yang sama, tiap mau naik ke rank baru selalu di kasih kyk gitu, berujung kalah, udah 5 kali terus-terusan gitu dan terjadi nya cuma pas mau naik ke rank baru, tolong perbaiki sistem nya, konyol banget",sistem perbaikin player match making dapet role rank kyk gitu berujung kalah udah 5 kali terusan gitu pas rank tolong perbaiki sistem konyol banget
Ahmad Ahmad,5 November 2024,1,"tolong monton lebih di perhatikan kembali dari segi match making terkadang sering mendapatkan teman satu tim bot (komputer aneh), saya selalu mendapatkan tim yang jauh lebih buruh cara bermainnya dari saya tolong lebih di perhatikan kembali soal match making dan para player",tolong monton perhatikan segi match making terkadang teman tim bot komputer aneh tim buruh bermainnya tolong perhatikan match making player
Fikri Abdi hakam,7 November 2024,1,Kalo bikin game yang bener lu ngasih tim yang gak bisa maen tapi musuh lu kasih tim yg bagus gw rate game 1/5 lain kali kalo ngasih tim yang niat jangan kasih dark sistem mending kalo bisa maen ini gak bisa maen greget gw am lu moonton astaghfirullah,kalo bikin game bener lu ngasih tim maen musuh lu tim bagus gw rate game 1 5 kali kalo ngasih tim niat dark sistem mending kalo maen maen greget gw am lu moonton astaghfirullah
Muhammad Aziz,21 November 2024,3,"Game udah bagus menyenangkan, Overall oke... Cuma 1 saran saya bikin sistem yang mendeteksi laporan dari seorang player untuk TIM random yang sengaja Ngetroll tolong dikenakan sanksi Ban 1 minggu dari permainan. Soalnya kasus ini lebih berat dari AFK, Afk suren Infalid. Orang ngetrol mau ngapain lagi kita? Karena mereka ngga banyak Death, ya karena cuma ngetrol gangu temen, jadi laporan kita tidak berguna(TOLONG DIBACA INI DAN KASIH TINDAK LANJUT)",game udah bagus menyenangkan overall oke ... 1 saran bikin sistem mendeteksi laporan player tim random sengaja ngetroll tolong dikenakan sanksi ban 1 minggu permainan berat afk afk suren infalid orang ngetrol ngapain ngga death ngetrol gangu temen laporan berguna tolong dibaca tindak
Reffal Andriansyah,29 November 2024,1,Game kikir jaringan gk pernah stabil kasih lawan gk ngotak tim sendiri malah dark sistem kapok maen game ini gk ada gunanya game yg seharusnya buat seru ini malah buat darah tinggi dasar game kikir,game kikir jaringan stabil lawan ngotak tim dark sistem kapok maen game gunanya game seru darah dasar game kikir
Maulana Elvan Tamami,14 Agustus 2024,1,"sinyal makin kacau ping 4 ms dalam sedetik bisa berubah 240 ms, mengganggu saat bermain yang tiba"" mendapatkan 240 ms wifi saya baik"" saja semua sangan lancar, tp belakangan ini game sampah ini sangat buruk dimasalah jaringan ping 4-6 ms tp berubah jd 240 ms itu terjadi dalam 3 menit sekali",sinyal kacau ping 4 ms sedetik berubah 240 ms mengganggu bermain 240 ms wifi sangan lancar tp game sampah buruk dimasalah jaringan ping 4 6 ms tp berubah jd 240 ms 3 menit
Victor Vielanz,24 Oktober 2024,1,"Game sampah , main di rank legend 4 dapat tim epic 2 , dark sistem dari moonton ngerusak permainan , mending uninstall game ini dan berpindah di game AOV atau HOK . Game ini sampah dan udah ketinggalan zaman , mohon semua nya segera tinggalkan game kusam ini , dark sistem merusak permainan dan di pantas di install di handphone kalian , game buruk !!!",game sampah main rank 4 tim epic 2 dark sistem moonton ngerusak permainan mending uninstall game berpindah game aov hok game sampah udah ketinggalan zaman mohon tinggalkan game kusam dark sistem merusak permainan install handphone game buruk
Aldo Buntang,6 Desember 2024,1,"Kalo kasih tim itu yang bener, dapat tim kau kasih tlol semua. DEFEAT mulu kena dark sistem Monton. Gak rekomend banget, udah capek capek top up main bertahun tahun. Al Hasil di dark sistem tim lol semua. Makan tu bintang satu, game elit, menang sulit!",kalo tim bener tim kau tlol defeat mulu kena dark sistem monton rekomend banget udah capek capek top up main bertahun al hasil dark sistem tim lol makan tu bintang game elit menang sulit
Oky Saputra,5 Desember 2024,2,main solo slalu di kasih tim sampah yang ga bisa main mulu...giliran musuh nya jago2 semua... player sampah masih banyak berkeliaran di game ini...itu lah cacat nya game ini..,main solo slalu tim sampah main mulu ... giliran musuh jago2 ... player sampah berkeliaran game ... cacat game ..
Bair Xranca,7 September 2024,1,gameplay tidak sesuai kita sering di kasi tim yang gak bisa main. sedangkan tim lawan sanggat berbeda gameplaybenerinlagi monton!. buatkalian mending pindah HOK ajaa!! ini game rus*kk!,gameplay sesuai kasi tim main tim lawan sanggat berbeda gameplaybenerinlagi monton buatkalian mending pindah hok ajaa game rus kk
Agil Siva,21 November 2024,1,"Game rate tertinggi tapi terlalu bnyak upaya ke skin lah animasi lah,,, tapi di In game bnyak yg ngeluh ping gk stabil,,, dri dlu gk ada perbaikan buat kesitu kah,,,molor terus manajemen nya nih,,,",game rate tertinggi bnyak upaya skin animasi in game bnyak ngeluh ping stabil dri dlu perbaikan kesitu kah molor manajemen nih
Tuti Yulianti,21 November 2024,1,Sayaberi bintang satu karena musuhnya terlalu sulit udah naik legen 4 bintang 3 turun ke epic 1 dikasi tim bot tapi tim musuh jago jago saya udah semangatin tim saya tetep aja kalah pokoknya ini game terlalu sulit🤬🤬🤬🤬🤬🤬🤬,sayaberi bintang musuhnya sulit udah legen 4 bintang 3 turun epic 1 dikasi tim bot tim musuh jago jago udah semangatin tim tetep kalah pokoknya game sulit
Eek,9 Desember 2024,4,"Lama"" nih player ml pindah ke game sebelah kayaknya Soalnya digame sebelah suka kasih skin sma hero dan yg lebih penting macthing nya bagus Sedangkan di mlbb kita bahkan susah cari tim yg baik' saja malah kita sering ketemu tim yg ngetroll ga jelas sebaik'nya kamu bermain kalo tim tidak mau bekerja sama sudah pasti ga bakal menang soalnya ini game MOBA ,masa iya kita harus main sama tim yg bodoh ' semua isinya kan! Moonton gimana coba kasih matching nya?, kalaupun kita ketemu tim pro juga jarang",nih player pindah game sebelah kayaknya digame sebelah suka skin sma hero macthing bagus mlbb susah cari tim ketemu tim ngetroll bermain kalo tim menang game moba iya main tim bodoh isinya moonton gimana coba matching ketemu tim pro jarang
Jalaludin Nur,15 Desember 2024,1,Wajar orang pindah ke hok lu kasih game isinya dark sistem semua. Jadi gausah heran orang pindah ke hok player ml g butuh skin gratis butuh kenyamanan bermain aja kalo ada hewan maen ml gimana cara dapet Kenyamanan mikir lain kali developer tolong di benahi lagi kayaknya percuma gua kayak gini soalnya developer nya juga tolol,wajar orang pindah hok lu game isinya dark sistem gausah heran orang pindah hok player g butuh skin gratis butuh kenyamanan bermain kalo hewan maen gimana dapet kenyamanan mikir kali developer tolong benahi kayaknya gua kayak gini developer tolol
Stepfani Yolanda Silitonga,16 Oktober 2024,1,"Game yang menimbulkan Emosi dan merusak mental. Padahal tinggal 1 bintang lagi untuk naik ke Level Rank selanjutnya tapi kenapa mesti di Kasih lose streak 4-6 kali. Kenapa harus menang,naik,kalah lagi begitu terus, kapan mau mencapai Rank selanjutnya apabila seperti ini. Sistem yang tidak bermutu.",game menimbulkan emosi merusak mental tinggal 1 bintang level rank mesti lose streak 4 6 kali menang kalah mencapai rank sistem bermutu
Thoriq Dwitama,5 Oktober 2024,1,Game apa sih ini cokk cape bgt gua asli buat player solo gila banget moonton dapet tim yang ga bener mulu sumpah jujur jujuran klo soal pemilihan tim lebih baik HOK di banding ML sebagai player solo sangat kecewa karna tidak ada perubahan nya sama sekali dari dulu tolong dong moonton dengar suara kami dari player solo ranked cape bgt tolong perbaiki dan bedain mana yang bisa main sama yang enggak!!!!,game sih cokk cape bgt gua asli player solo gila banget moonton dapet tim bener mulu sumpah jujur jujuran klo pemilihan tim hok banding player solo kecewa karna perubahan tolong moonton dengar suara player solo ranked cape bgt tolong perbaiki bedain main
Heri,19 September 2024,2,"tolong moonton sistem nya diperbaiki,setiap kali main clasic selalu aja ketemu player yang game play nya kaya computer,kelakuan nya aneh,kadang ke sini terus ke situ,nge kill terus tiba tiba mati dan seterus nya mati terus,pokok nya aneh banget dah",tolong moonton sistem diperbaiki kali main clasic ketemu player game play kaya computer kelakuan aneh kadang situ nge kill mati seterus mati pokok aneh banget dah
Chandra Irawan,7 Desember 2024,4,"Tolonglah diperbaiki lagi, soalnya setelah saya update sering lag dan tiba-tiba afk sendiri padahal sinyal saya 4G, karna sering afk skor kredit ku berkurang, jadi ini sangat merugikan saya,",tolonglah diperbaiki update lag afk sinyal 4g karna afk skor kredit ku berkurang merugikan
Nana_ Annisa,20 November 2024,3,"Please, dev. Udah top up misi tapi ngga masuk ke dalam misi recharger token Nolan 11.11, gimana ni? Udah lewat misinya dong, masa engga dapat kompensasi token sesuai misi top up nya??",please dev udah top up misi ngga masuk misi recharger token nolan 11.11 gimana ni udah misinya engga kompensasi token sesuai misi top up
Rian Skw,7 Desember 2024,5,Sinyal ngeleg pas main/matching keluar sendiri dan kredit scor turun karena hal itu padahal sinyal bagus dan pas udah di match nya ilang juga sinyal ngebug udah itu aja dari RIAN,sinyal ngeleg pas main matching kredit scor turun sinyal bagus pas udah match ilang sinyal ngebug udah rian
Aletha Gracelyn,1 Desember 2024,5,"Ini adalah game yang saya suka dari dulu, tapi tolong perbaiki bug, saya soalnya pernah ambil buff tapi malah ga dapet buff, padahal saya buff sendiri",game suka tolong perbaiki bug ambil buff dapet buff buff
Dasep Trisna,15 Oktober 2024,1,"Padahal game udh bagus tapii Koo bug nya sangat di luar akal sehat,jaringan juga lagi stabil stabilnya tapiii malah bug Ampe kgk bisa gerak banget dan akhirnya di doa in sama org,plis perbaikin lahh tu sinyal,,pdhl dah mau serius maenn,mana nge rusak wr Hero yg di pake Krn defeat gaada sinyal.",game udh bagus tapii koo bug akal sehat jaringan stabil stabilnya tapiii bug ampe kgk gerak banget doa in org plis perbaikin lahh tu sinyal pdhl dah serius maenn nge rusak wr hero pake krn defeat gaada sinyal
Aizil Pratama,10 Agustus 2024,1,"mohon untuk developer gamenya, inti hampir sama dengan komentar yang lainnya, karena saya adalah pemain solo di setiap permainan yang saya main bisa dibilang menang 1 kalah 4 penyebabnya, jaringan sering ngeleg untuk update versi ini lawanpun terlalu keras di banding dengan team saya ( tidak seimbang ) itu saja untuk saat ini terimakasih kepada developer gamenya semonga kedepannya akan menjadi lebih baik",mohon developer gamenya inti komentar pemain solo permainan main dibilang menang 1 kalah 4 penyebabnya jaringan ngeleg update versi lawanpun keras banding team seimbang terimakasih developer gamenya semonga kedepannya
LeeXnow Varhagan,9 Agustus 2024,2,"Tolong dong update cepat untuk pembagian lane, setiap matchmaking lanenya selalu berbenturan dan kadang berebutan dan karena hal itu biasanya salah satunya niat ngetroll di dalam ranked. Dan matchmakingnya tolong di seimbangin, saya tau saya baru bermain game moba ini tapi saya baru aja menyentuh mytic, musuhnya udah pada honor atau glory, sangat tidak seimbang dengan tim saya yang ranknya juga rendah. saya sayang dgn game ini karena kadang menghibur saya. kadang lag juga, semangat dev",tolong update cepat pembagian lane matchmaking lanenya berbenturan kadang berebutan salah satunya niat ngetroll ranked matchmakingnya tolong seimbangin tau bermain game moba menyentuh mytic musuhnya udah glory seimbang tim ranknya rendah sayang dgn game kadang menghibur kadang lag semangat dev
Rimuru,4 Desember 2024,1,Makin lama makin jeleg ni game jaringan juga gak stabil padahal full wifi match nya juga kebanyakan di kasih dark sistem makin lama makin turun tu rating kalian makin ampas kalo gitu,jeleg ni game jaringan stabil full wifi match kebanyakan dark sistem turun tu rating ampas kalo gitu
Sambal Lado,16 Desember 2024,1,Make wifi lag make data lag.. ping naik turun!! Harus make apa klo gitu. Game babi game babi.. gua hitamkan lu di playstore.. mending ke game sebelah ..lebih nyaman,make wifi lag make data lag .. ping turun make klo gitu game babi game babi .. gua hitamkan lu playstore .. mending game sebelah .. nyaman
Renanda Agung Nugroho,16 November 2024,1,"Finally MLBB sudah menjadi Game Kikir Absolut, karena kehilangan saingannnya Premium Supply Nolan 11.11 phase 2 cuma dapet 5 token doang KONTOLLLL Semoga ini cuma bug dan segera di Fix",finally mlbb game kikir absolut kehilangan saingannnya premium supply nolan 11.11 phase 2 dapet 5 token doang kontollll semoga bug fix
Manusiawi65,14 Desember 2024,1,monton kita sebagai player ml juga butuh keadilan butuh hiburan dari game mobile legends kita ini stres kita juga pengen menang kita selalu menangis' karena devoloper yg ga adil kita juga butuh itu semua win rate musuh kasih yg seimbang dengan kita kita mirip musuh honor ada yg glory padahal di tim kita ga ada yg rnk kaya gitu kalo ini tidak di perbaiki dan hanya membuat orang stres dan sangat sedih lalu jika tidak di perbaiki tolong play store app market dan lainnya hapus ini game dari situ,monton player butuh keadilan butuh hiburan game stres pengen menang menangis devoloper adil butuh win rate musuh seimbang musuh glory tim rnk kaya gitu kalo perbaiki orang stres sedih perbaiki tolong play store app market hapus game situ
Bwang denz,25 November 2024,5,"game nya mantap semakin kesini hero nya semakin bagus2, Masalah nya cuman di jaringan nya suka tiba2 merah mohon perbaiki",game mantap kesini hero bagus2 cuman jaringan suka tiba2 merah mohon perbaiki
Agus Setiawan,16 Desember 2024,3,"Macth yang tidak seimbang sering di temukan dengan player yang gak jelas, masalah jaringan juga sering ngelag berat padahal sinyal hijau, tolong lah di perbaiki lagi",macth seimbang temukan player jaringan ngelag berat sinyal hijau tolong perbaiki
Wahyu Ae ngab,14 Desember 2024,1,Game ga jelas masa musuh nya mantan glory sedangkan tim sendiri mitik asli Liat lah kalo mau ngasih tim dia bekas dari apa masa mitik lawan glory kasian Juga renk kecil lain nya kadang Ketemu mantan glory sedangkan tim nya Enga ada satu pun yang jago sama masa asinyal nya udah bagus eh tapi lag emang game babi,game musuh mantan glory tim mitik asli liat kalo ngasih tim bekas mitik lawan glory kasian renk kadang ketemu mantan glory tim enga jago asinyal udah bagus eh lag emang game babi
